x,y,velocity
1935306.304424034,967072.8856297788,5
1935306.4525288048,967072.8832782946,5
1935306.5941819707,967072.8810295752,5
1935306.6942046531,967072.8794363462,5
1935306.8246398456,967072.8773586892,5
1935306.9995270225,967072.8745729688,5
1935307.14698334,967072.8722165576,5
1935307.297528302,967072.8698185766,5
1935307.503674355,967072.866527315,5
1935307.700966856,967072.8633923354,5
1935307.9578714725,967072.8592849284,5
1935308.1168278048,967072.856745336,5
1935308.31731536,967072.8535442085,5
1935308.545897114,967072.8498955749,5
1935308.7155139945,967072.8471480344,5
1935308.983580777,967072.8427178982,5
1935309.0852039484,967072.8410381516,5
1935309.2517108752,967072.838431687,5
1935309.39665568,967072.8359550916,5
1935309.5798256744,967072.8330984588,5
1935309.7698434484,967072.8301098656,5
1935309.8747316452,967072.8284467626,5
1935309.9799325084,967072.82677868,5
1935310.2235604965,967072.8228980072,5
1935310.4207382428,967072.819741969,5
1935310.538773184,967072.8178389436,5
1935310.653933,967072.8159740868,5
1935310.9079158888,967072.8118521952,5
1935311.035887276,967072.8097756396,5
1935311.238698935,967072.8064230692,5
1935311.3522179497,967072.8045080708,5
1935311.591956191,967072.8006588424,5
1935311.704229516,967072.7990764328,5
1935311.9042560395,967072.7966225542,5
1935312.0277936135,967072.7953794172,5
1935312.2771350304,967072.791026338,5
1935312.3909996436,967072.7892583918,5
1935312.5819586688,967072.785980196,5
1935312.6860507247,967072.7841390768,5
1935312.9192328816,967072.7800586508,5
1935313.0305472491,967072.7781329986,5
1935313.212477696,967072.7750367594,5
1935313.541413914,967072.7695531412,5
1935313.7061795609,967072.7668142188,5
1935313.8137278976,967072.7650248352,5
1935313.94929442,967072.762804414,5
1935314.12387534,967072.7599472892,5
1935314.2523858647,967072.757717214,5
1935314.3570220408,967072.7560352392,5
1935314.4582145845,967072.7543776082,5
1935314.726881078,967072.7507235904,5
1935314.9568560116,967072.7466637372,5
1935315.2055295,967072.7382098362,5
1935315.391699625,967072.7314304184,5
1935315.4936496655,967072.7282427588,5
1935315.811792329,967072.7201239828,5
1935315.9698805031,967072.7164769096,5
1935316.1278894555,967072.7128844924,5
1935316.3548492675,967072.7077361018,5
1935316.5679607417,967072.7028388096,5
1935316.6876522931,967072.7000626904,5
1935316.937980716,967072.6942216944,5
1935317.1403963529,967072.6894718892,5
1935317.2945411536,967072.6858418584,5
1935317.4813441264,967072.6814399026,5
1935317.6330869768,967072.6778633893,5
1935317.8181477727,967072.6735120704,5
1935318.0237999195,967072.6686649412,5
1935318.1583138795,967072.6654925368,5
1935318.2946350805,967072.6622837156,5
1935318.421813795,967072.6592891752,5
1935318.6646763536,967072.6535670996,5
1935318.8647585523,967072.648862086,5
1935319.0108168265,967072.6454142592,5
1935319.177779486,967072.6414885218,5
1935319.31414263,967072.6382790318,5
1935319.5147013352,967072.6335588032,5
1935319.660576824,967072.6301291442,5
1935319.798453487,967072.6268802908,5
1935319.9015596951,967072.624444634,5
1935320.0201906268,967072.6216472692,5
1935320.1494396816,967072.6186121218,5
1935320.3974068773,967072.6127477132,5
1935320.5304417564,967072.6096217496,5
1935320.7297420497,967072.6049139363,5
1935320.8704361576,967072.6015973218,5
1935321.1390596505,967072.5952436916,5
1935321.3304604948,967072.5907303572,5
1935321.5270654848,967072.586095988,5
1935321.802056085,967072.5796028014,5
1935322.0542516585,967072.573655778,5
1935322.2551572265,967072.5689223922,5
1935322.5010544504,967072.563121464,5
1935322.8785716856,967072.5542018528,5
1935323.1783859532,967072.5471378102,5
1935323.2932081823,967072.5444316271,5
1935323.444973788,967072.5408471188,5
1935323.6601644952,967072.5357488848,5
1935323.7984489023,967072.5324782806,5
1935323.9849117887,967072.5280359716,5
1935324.102158724,967072.5252682802,5
1935324.267678463,967072.521983386,5
1935324.4754956693,967072.517055999,5
1935324.648712572,967072.5121305388,5
1935324.7790089748,967072.5078048412,5
1935324.9192076973,967072.5023602904,5
1935325.080008401,967072.4949323148,5
1935325.3646590775,967072.4771408304,5
1935325.5725689612,967072.4627075528,5
1935325.7797440304,967072.448354634,5
1935325.9165007295,967072.4392043366,5
1935326.2210825556,967072.4218505396,5
1935326.3970194715,967072.4126558754,5
1935326.7138958948,967072.394480748,5
1935327.1099157345,967072.3664711646,5
1935327.25160662,967072.35461826,5
1935327.4348263964,967072.337168575,5
1935327.8588285928,967072.2935489224,5
1935328.040542096,967072.2749180152,5
1935328.2180162128,967072.2573538986,5
1935328.3411775308,967072.2456588414,5
1935328.4718468927,967072.2338594472,5
1935328.700287076,967072.214858013,5
1935328.8317496933,967072.2035341738,5
1935328.990259425,967072.189239402,5
1935329.1310401796,967072.1757991232,5
1935329.4916034564,967072.1364165916,5
1935329.6906737324,967072.1127188654,5
1935329.8863178927,967072.0894265976,5
1935330.235961089,967072.0502408894,5
1935330.424541812,967072.0303030112,5
1935330.6231284367,967072.0097633278,5
1935330.8046589168,967071.991135334,5
1935330.993603361,967071.9717637544,5
1935331.11710755,967071.9590868616,5
1935331.3452247705,967071.9356129668,5
1935331.5216626169,967071.9174017227,5
1935331.765240632,967071.8921864816,5
1935331.9181570248,967071.8763255426,5
1935332.062010981,967071.861394632,5
1935332.199871409,967071.847070262,5
1935332.4908723463,967071.8168279864,5
1935332.7306942623,967071.791893784,5
1935332.842258782,967071.7802919138,5
1935333.0126199413,967071.762734304,5
1935333.2108321935,967071.7426353736,5
1935333.384440884,967071.7239962606,5
1935333.590953471,967071.6991807262,5
1935333.89501986,967071.6619185808,5
1935334.0810556985,967071.640243927,5
1935334.1869418996,967071.6282061758,5
1935334.298229593,967071.6157467584,5
1935334.4778817631,967071.5958061646,5
1935334.6005446904,967071.582273084,5
1935334.7363886656,967071.5673019454,5
1935334.9456752928,967071.5442424192,5
1935335.1147753128,967071.5255683288,5
1935335.278069131,967071.5075283118,5
1935335.3891686029,967071.4952244504,5
1935335.5363301768,967071.4789135904,5
1935335.74675288,967071.4555842432,5
1935336.1074429727,967071.4155436788,5
1935336.2982959948,967071.3943567552,5
1935336.4107949587,967071.3820382308,5
1935336.7020289933,967071.349908134,5
1935336.8294703255,967071.3351471216,5
1935336.9889879287,967071.315885758,5
1935337.10955777,967071.30048666,5
1935337.3668314305,967071.2654344272,5
1935337.58601594,967071.2345130184,5
1935337.6973092,967071.2188116368,5
1935337.8346473428,967071.1997128652,5
1935338.1702248768,967071.1545573107,5
1935338.459156989,967071.1167886936,5
1935338.5969846623,967071.098971246,5
1935338.724251296,967071.0825806356,5
1935338.9444625569,967071.05434316,5
1935339.0823878625,967071.0366690878,5
1935339.2511628869,967071.0150710476,5
1935339.39474472,967070.9967042666,5
1935339.592526892,967070.9713946732,5
1935339.8304907745,967070.9409140404,5
1935340.0884826083,967070.9078488842,5
1935340.2429655632,967070.8880956218,5
1935340.445068811,967070.8622976616,5
1935340.770152253,967070.8208562564,5
1935341.1358483937,967070.7742445668,5
1935341.34626896,967070.7474292808,5
1935341.5119205592,967070.7263234108,5
1935341.9182372768,967070.674556574,5
1935342.0581358976,967070.6567366512,5
1935342.3082300264,967070.6249338572,5
1935342.4765812815,967070.6035485208,5
1935342.9731096984,967070.5405199296,5
1935343.0831792653,967070.5265314416,5
1935343.3188358247,967070.4965376056,5
1935343.488860424,967070.4748510056,5
1935343.985406542,967070.4112576662,5
1935344.236946749,967070.3790123024,5
1935344.4033620895,967070.3577264508,5
1935344.587734133,967070.334079772,5
1935345.0864705888,967070.270077772,5
1935345.3457320728,967070.2367482964,5
1935345.5045176973,967070.2163086293,5
1935345.680534289,967070.1936798824,5
1935345.9995482308,967070.1526250108,5
1935346.291974143,967070.114869386,5
1935346.4794447927,967070.0906088788,5
1935346.7469953776,967070.0559268948,5
1935346.8649629592,967070.0405768728,5
1935347.159522064,967070.002177034,5
1935347.5912882152,967069.945786559,5
1935347.83983656,967069.9133142444,5
1935348.2341070652,967069.8618003036,5
1935348.4477676589,967069.8339112606,5
1935348.8537253377,967069.7809144064,5
1935349.107754932,967069.7477598008,5
1935349.5912024032,967069.6846725876,5
1935350.1174721047,967069.6160137596,5
1935350.36612782,967069.583577868,5
1935350.927854707,967069.5102885538,5
1935351.3588339929,967069.4540631684,5
1935351.6314851777,967069.41850663,5
1935352.110763282,967069.3559740138,5
1935352.6660222888,967069.282963166,5
1935352.8647406604,967069.2568072064,5
1935353.1982833585,967069.214041081,5
1935353.3264013736,967069.1980640648,5
1935353.852361076,967069.1366414544,5
1935354.0496137235,967069.1156805845,5
1935354.5056715475,967069.0671031978,5
1935354.7881590936,967069.0416114144,5
1935355.085961232,967069.0230383192,5
1935355.258236848,967069.0151681948,5
1935355.6039430336,967068.9973500055,5
1935355.8623464024,967068.9861704696,5
1935356.271741536,967068.9771778312,5
1935356.5831090903,967068.9652538004,5
1935356.701515028,967068.95922576,5
1935356.9625180487,967068.9437636796,5
1935357.3936902955,967068.9174901284,5
1935357.7311807172,967068.9011987168,5
1935357.8526424023,967068.8954576334,5
1935358.3469278344,967068.8737090183,5
1935358.820311987,967068.8516754708,5
1935359.076515253,967068.8405309772,5
1935359.416232052,967068.8259737844,5
1935359.6920449748,967068.813281204,5
1935359.9571590624,967068.8006675086,5
1935360.346223811,967068.7816170776,5
1935360.6823049376,967068.7648446691,5
1935361.205592333,967068.7403762116,5
1935361.6467963809,967068.71404965,5
1935362.0706187445,967068.691943604,5
1935362.5466727975,967068.6674037008,5
1935362.747831556,967068.657135999,5
1935362.903420654,967068.649180781,5
1935363.3482852036,967068.6263886716,5
1935363.8051544495,967068.603191756,5
1935364.011595177,967068.5920618692,5
1935364.1711088887,967068.5831516692,5
1935364.3897212413,967068.571980461,5
1935364.7210267985,967068.5548188096,5
1935365.2201680485,967068.5293390532,5
1935365.596762743,967068.5101516212,5
1935365.7242945216,967068.5036425836,5
1935366.0544953556,967068.4868036478,5
1935366.300902658,967068.4742362032,5
1935366.681030287,967068.454824678,5
1935366.904103452,967068.4434374804,5
1935367.3451028648,967068.4209052606,5
1935368.4107022367,967068.3664325128,5
1935368.7048963024,967068.351387592,5
1935369.043876829,967068.3340655448,5
1935369.264674716,967068.322783238,5
1935369.7729901855,967068.2968064522,5
1935369.981935367,967068.286132486,5
1935370.1580633472,967068.2771407076,5
1935370.407659112,967068.2643927952,5
1935370.75216307,967068.246792065,5
1935370.9546980727,967068.236456669,5
1935371.2338085435,967068.222201222,5
1935371.6311970956,967068.2019121358,5
1935371.7710378263,967068.19476461,5
1935372.1184521508,967068.1770336096,5
1935372.4369986628,967068.1607769594,5
1935372.8487365784,967068.1397558608,5
1935373.1379993604,967068.1243928308,5
1935373.506880352,967068.1053282596,5
1935373.7177592923,967068.0949286044,5
1935374.109558155,967068.0776424255,5
1935374.252804919,967068.0718518108,5
1935374.5598148692,967068.062552533,5
1935374.7934178747,967068.056878742,5
1935375.1387171485,967068.0496851044,5
1935375.5444394208,967068.0404076894,5
1935375.700396576,967068.0363139688,5
1935375.9465176165,967068.0294796572,5
1935376.301456272,967068.0189668762,5
1935376.5066443551,967068.0127311893,5
1935377.02062712,967067.9968092776,5
1935377.441642852,967067.9836954892,5
1935377.6555243805,967067.97704672,5
1935377.8719208145,967067.9703350014,5
1935378.2285621825,967067.9593069108,5
1935378.486725593,967067.9513577973,5
1935378.7670260768,967067.9427509436,5
1935378.985113708,967067.936050428,5
1935379.2112267867,967067.929122914,5
1935379.5877357516,967067.9176105368,5
1935379.9782968883,967067.9056836216,5
1935380.1094083064,967067.9016729228,5
1935380.381908678,967067.8933428732,5
1935380.6007621412,967067.8866682972,5
1935380.951206136,967067.8759677578,5
1935381.3193939847,967067.8647176012,5
1935381.438953839,967067.8610663431,5
1935381.8232845615,967067.8493378354,5
1935381.926198238,967067.8462034564,5
1935382.275938619,967067.835521752,5
1935382.4816980253,967067.8291625376,5
1935382.7598749157,967067.8200479256,5
1935383.013029795,967067.8120717966,5
1935383.3948092863,967067.801634909,5
1935383.524551971,967067.7984927084,5
1935383.8252150472,967067.7943747296,5
1935384.1008986672,967067.7918217164,5
1935384.71033888,967067.785371119,5
1935384.917367861,967067.7824089996,5
1935385.128266255,967067.7791564072,5
1935385.5215343712,967067.7726403445,5
1935385.719580106,967067.7692644758,5
1935385.994207809,967067.7645314384,5
1935386.2484102135,967067.7601237544,5
1935386.438842559,967067.7568233914,5
1935386.9203118663,967067.7485286096,5
1935387.2819054371,967067.7423416435,5
1935387.4953735727,967067.7387048572,5
1935387.7198687885,967067.7348847928,5
1935388.0390931428,967067.7294871428,5
1935388.3200516463,967067.7247295388,5
1935388.5778372365,967067.7203791932,5
1935388.804493124,967067.7165628528,5
1935389.1112109544,967067.7113720424,5
1935389.3266597192,967067.7077494748,5
1935389.575858544,967067.703543535,5
1935389.8398327564,967067.6991022384,5
1935390.0395624195,967067.695730059,5
1935390.3637801467,967067.6902681208,5
1935390.5691367227,967067.6867986834,5
1935390.9265375703,967067.680777661,5
1935391.041714165,967067.6788286016,5
1935391.397123916,967067.6728545512,5
1935391.6045472631,967067.6693598166,5
1935391.847739897,967067.665264804,5
1935392.2280862017,967067.6588630292,5
1935392.3604707492,967067.6566322348,5
1935392.634625315,967067.6520058915,5
1935392.835142725,967067.6486440428,5
1935393.0469288563,967067.6450645562,5
1935393.5039412763,967067.6373805474,5
1935393.6167035303,967067.6354852008,5
1935393.8727115449,967067.631178422,5
1935394.0829967945,967067.627653354,5
1935394.317283212,967067.6237002044,5
1935394.7534808076,967067.6163706334,5
1935394.8924989128,967067.6140265462,5
1935395.134380952,967067.6099600332,5
1935395.4227637344,967067.605107047,5
1935395.6159944967,967067.6018612648,5
1935395.8218079235,967067.5983998012,5
1935396.084695552,967067.5939834357,5
1935396.4387049808,967067.5880316872,5
1935396.539408852,967067.58634367,5
1935396.8346644512,967067.581373577,5
1935397.04013102,967067.577925264,5
1935397.3873248205,967067.572089707,5
1935397.5734233684,967067.568957536,5
1935397.829094436,967067.564747655,5
1935398.0465219407,967067.5612003508,5
1935398.3375576488,967067.5560076138,5
1935398.6606549905,967067.550304164,5
1935398.8303542545,967067.5473416798,5
1935398.986880207,967067.5446271728,5
1935399.2008004056,967067.5409374092,5
1935399.486971319,967067.536218816,5
1935399.6684266715,967067.5334657204,5
1935399.910678363,967067.5295001063,5
1935400.25882789,967067.5239239286,5
1935400.3641673145,967067.522215467,5
1935400.665338619,967067.5173799772,5
1935400.8811804496,967067.5136519755,5
1935401.2518716855,967067.507190402,5
1935401.486711924,967067.5031674046,5
1935401.745332923,967067.498826624,5
1935401.9650274648,967067.4951364144,5
1935402.195102668,967067.4912655972,5
1935402.6956015972,967067.4830795744,5
1935402.885782324,967067.4799052592,5
1935403.066667076,967067.4768866432,5
1935403.302831392,967067.4729035766,5
1935403.629611682,967067.4673550404,5
1935403.8604997443,967067.4633949932,5
1935404.116766296,967067.4589772956,5
1935404.4949467103,967067.4526634034,5
1935404.7132157155,967067.4491484576,5
1935404.9194520924,967067.4459014576,5
1935405.1519662663,967067.4422663944,5
1935405.5548954343,967067.4363058152,5
1935405.7382198847,967067.433568708,5
1935406.0267374965,967067.4289195188,5
1935406.2439564285,967067.4252077189,5
1935406.4615634005,967067.4213142898,5
1935406.8226209292,967067.414876492,5
1935407.0214743768,967067.4113275576,5
1935407.301680102,967067.4063607176,5
1935407.5353873535,967067.4022032032,5
1935407.7693612715,967067.3980261832,5
1935408.2749589423,967067.389087676,5
1935408.5757365436,967067.3838389128,5
1935408.9274771572,967067.3776791953,5
1935409.1810357503,967067.3732588596,5
1935409.8190858949,967067.3621037232,5
1935410.1050900184,967067.3570902832,5
1935410.3325091472,967067.353002418,5
1935410.5711037929,967067.3482330948,5
1935410.9336291244,967067.3415201852,5
1935411.228039265,967067.3375856916,5
1935411.5238480563,967067.3359783198,5
1935411.74051264,967067.3352960068,5
1935412.102319775,967067.3335374448,5
1935412.3306146392,967067.3319909868,5
1935412.7315721293,967067.3287926083,5
1935412.9366627843,967067.3270055352,5
1935413.244131078,967067.3242131772,5
1935413.5003193696,967067.3218257524,5
1935413.7056634277,967067.3199049697,5
1935414.2191829367,967067.3150508852,5
1935414.6042103271,967067.3114273674,5
1935414.83693454,967067.3092458848,5
1935415.0709782955,967067.3070586408,5
1935415.427238208,967067.3037560548,5
1935415.717465242,967067.301070518,5
1935415.9824399084,967067.298619411,5
1935416.2283171115,967067.2963504608,5
1935416.5642253268,967067.2932652674,5
1935416.7900592035,967067.291178284,5
1935417.1801483892,967067.2875961788,5
1935417.305563899,967067.2864451336,5
1935417.693395425,967067.282876108,5
1935417.9150004385,967067.2808412298,5
1935418.1496167504,967067.2786830032,5
1935418.6313038543,967067.2742444368,5
1935418.7903992075,967067.272770484,5
1935418.907737928,967067.2716946986,5
1935419.2014584013,967067.2689992744,5
1935419.423322943,967067.2669755216,5
1935419.957350598,967067.2619091712,5
1935420.1857340352,967067.259697666,5
1935420.3772341069,967067.2578219572,5
1935420.5834657445,967067.2558336328,5
1935420.8741048311,967067.253156784,5
1935421.188346472,967067.2503480628,5
1935421.3496979785,967067.2490059852,5
1935421.519367223,967067.2476305758,5
1935421.6956114187,967067.246234343,5
1935421.9499608967,967067.2442957376,5
1935422.2275887127,967067.2422227956,5
1935422.3650423088,967067.2411469694,5
1935422.5066446955,967067.2400203146,5
1935422.6843983603,967067.238569524,5
1935422.928528427,967067.2365190964,5
1935423.2937424383,967067.2333866176,5
1935423.5745108705,967067.2309432736,5
1935423.7302403136,967067.22958396,5
1935423.8932840652,967067.2281691568,5
1935424.058192495,967067.2267322806,5
1935424.3309642165,967067.2243629204,5
1935424.5040793195,967067.222863971,5
1935424.6885318183,967067.2212683328,5
1935424.8500655,967067.219869956,5
1935425.085641308,967067.2178489976,5
1935425.3554922647,967067.2155261632,5
1935425.4853592515,967067.2144109968,5
1935425.615294868,967067.2132947368,5
1935425.7734079247,967067.2119279628,5
1935426.0012766763,967067.209968748,5
1935426.3370699736,967067.2070913268,5
1935426.5880366357,967067.2049243696,5
1935426.7312432048,967067.2037035068,5
1935426.8757004384,967067.20246272,5
1935427.0203101917,967067.2012195071,5
1935427.2460661773,967067.199271058,5
1935427.4054712327,967067.1978455652,5
1935427.525808066,967067.1967906688,5
1935427.653618508,967067.1956243542,5
1935427.8387905725,967067.1939486008,5
1935428.0332851785,967067.1921090934,5
1935428.282441202,967067.1897650204,5
1935428.3882219829,967067.1888275684,5
1935428.5073471295,967067.1878453676,5
1935428.7245651532,967067.1862312468,5
1935428.8608887163,967067.1853259786,5
1935429.016432975,967067.184312868,5
1935429.1288916117,967067.183589417,5
1935429.4047776847,967067.1818340764,5
1935429.5264117424,967067.1810483778,5
1935429.734537696,967067.1797011324,5
1935429.8847390865,967067.1787197312,5
1935430.0638663515,967067.1775445472,5
1935430.2879934837,967067.176056836,5
1935430.3887593944,967067.1753899652,5
1935430.5891891269,967067.1740661483,5
1935430.720726644,967067.1731913504,5
1935430.893484987,967067.1720413356,5
1935431.0891057916,967067.170748355,5
1935431.1914467127,967067.1700716498,5
1935431.3625537767,967067.168932684,5
1935431.4827118383,967067.168147612,5
1935431.5830925084,967067.1674792476,5
1935431.8261082396,967067.1658661033,5
1935431.9922959225,967067.1647673557,5
1935432.1599899868,967067.1636598712,5
1935432.399802307,967067.1620672392,5
1935432.6026766635,967067.1607349934,5
1935432.7634642816,967067.1596688709,5
1935432.944490544,967067.1584710624,5
1935433.1974676568,967067.156813657,5
1935433.312412499,967067.1560582313,5
1935433.5009401464,967067.1548172116,5
1935433.641904868,967067.1538837792,5
1935433.8038330623,967067.1528299984,5
1935434.016374836,967067.1514352936,5
1935434.2092879324,967067.1501549298,5
1935434.4423619448,967067.1486238654,5
1935434.6113830544,967067.1475028676,5
1935434.811240837,967067.1461881604,5
1935434.9213996315,967067.145463202,5
1935435.052323253,967067.1445981802,5
1935435.229894451,967067.1434248938,5
1935435.4354877209,967067.1420645932,5
1935435.542843345,967067.1413461457,5
1935435.734166295,967067.1400834842,5
1935435.9294439328,967067.1387959648,5
1935436.089361828,967067.1377208092,5
1935436.19313668,967067.1370365196,5
1935436.3700594225,967067.1358583058,5
1935436.480351667,967067.1351312228,5
1935436.6032170823,967067.1343106526,5
1935436.707323788,967067.133628702,5
1935436.81386724,967067.1329231928,5
1935437.050483781,967067.1313509508,5
1935437.230014979,967067.1301540716,5
1935437.4841015583,967067.128471364,5
1935437.5956749688,967067.127723872,5
1935437.7196579624,967067.1269083802,5
1935437.8949102445,967067.1257338932,5
1935437.9949516812,967067.1250785596,5
1935438.0952524017,967067.1244190966,5
1935438.204873315,967067.1236874508,5
1935438.3683916563,967067.1226159664,5
1935438.4885799813,967067.1218151518,5
1935438.69316268,967067.1204633184,5
1935438.8404122,967067.1194907944,5
1935439.0041897,967067.118407555,5
1935439.231485924,967067.1168998675,5
1935439.4285827307,967067.115606251,5
1935439.644743529,967067.1141844102,5
1935439.8104544643,967067.1130856264,5
1935440.0055225128,967067.11180907,5
1935440.2622634235,967067.1101145908,5
1935440.3755568664,967067.1093625836,5
1935440.5625401344,967067.108138532,5
1935440.7067578288,967067.1071837896,5
1935440.862370598,967067.1061619528,5
1935441.0655271148,967067.1048252076,5
1935441.2493946708,967067.1036202764,5
1935441.4517083955,967067.1022893266,5
1935441.6029622976,967067.101298781,5
1935441.8344499783,967067.0997853532,5
1935442.0310700408,967067.0984917004,5
1935442.192010544,967067.0974460224,5
1935442.3579996135,967067.0968081114,5
1935442.5863423315,967067.0958711052,5
1935442.726259979,967067.0948094146,4
1935442.8467057643,967067.0938900816,4
1935443.1399552291,967067.0920335854,4
1935443.3365885436,967067.0939663424,4
1935443.583103947,967067.0999177492,4
1935443.713191272,967067.1047336034,4
1935443.8739386948,967067.1121580114,4
1935443.9848806963,967067.1184611608,4
1935444.214863703,967067.1386121624,4
1935444.3627917888,967067.1457602116,4
1935444.5721216148,967067.159413193,4
1935444.7446507984,967067.174285496,4
1935444.907511264,967067.1865047294,4
1935445.0789401152,967067.2012572556,4
1935445.2129677737,967067.2101751964,4
1935445.418621627,967067.2238714774,4
1935445.588270893,967067.2375234152,4
1935445.7210953136,967067.2503965382,4
1935445.8700405976,967067.2668115848,4
1935446.074424672,967067.2980037008,4
1935446.277486937,967067.3190030616,4
1935446.4261406783,967067.338664624,4
1935446.5524129209,967067.362565328,4
1935446.6807046332,967067.3849082764,4
1935446.7946582576,967067.405488726,4
1935447.0356087948,967067.4557174296,4
1935447.1575632307,967067.4791148176,4
1935447.304124856,967067.5043933588,4
1935447.492954819,967067.5580457962,4
1935447.6367250944,967067.6072976484,4
1935447.732521386,967067.6401508217,4
1935447.9059694149,967067.7040866464,4
1935448.0483686563,967067.7611255812,4
1935448.181994008,967067.8185331149,4
1935448.3382618336,967067.8909578978,4
1935448.466714828,967067.9550307328,4
1935448.6831444968,967068.0835007832,4
1935448.7773534767,967068.13977413,4
1935448.8773452176,967068.2037587442,4
1935449.017882902,967068.3024377412,4
1935449.1209065265,967068.3814926374,4
1935449.2140714163,967068.4497966204,4
1935449.3315321892,967068.5464099008,4
1935449.4336217556,967068.635304462,4
1935449.562817151,967068.7622654588,4
1935449.6706710183,967068.8706414936,4
1935449.7589806549,967068.9664757708,4
1935449.8454387968,967069.0677096122,4
1935449.9159075187,967069.156413723,4
1935450.0019164344,967069.2744590704,4
1935450.0663306613,967069.370956215,4
1935450.1323679572,967069.4793194624,4
1935450.1862977888,967069.5765480844,4
1935450.2475871868,967069.6971535274,4
1935450.3152898408,967069.839671044,4
1935450.3679694503,967069.9599330742,4
1935450.4395317144,967070.132611012,4
1935450.479873845,967070.2325656622,4
1935450.5284277468,967070.3543274632,4
1935450.57346043,967070.4686089496,4
1935450.6137401632,967070.571829354,4
1935450.6710878185,967070.7193708178,4
1935450.7198644285,967070.8450574604,4
1935450.765841553,967070.9640379684,4
1935450.814487809,967071.092076094,4
1935450.857741316,967071.2081556031,4
1935450.910358054,967071.3512871966,4
1935450.95496077,967071.4783218208,4
1935451.003322928,967071.6258767413,4
1935451.0344435351,967071.7273093592,4
1935451.063386724,967071.8285249426,4
1935451.0967286977,967071.9540035824,4
1935451.121363212,967072.056725666,4
1935451.1606669496,967072.2432930444,4
1935451.18642532,967072.3792169016,4
1935451.219458648,967072.5633745724,4
1935451.2455893485,967072.7130952568,4
1935451.2703938512,967072.8585730458,4
1935451.3012250296,967073.0419190964,4
1935451.325637768,967073.1896190431,4
1935451.3435411735,967073.291178295,4
1935451.370194174,967073.4416038712,4
1935451.3908325376,967073.5573113397,4
1935451.473564148,967073.7066529352,4
1935451.524815429,967073.859837018,4
1935451.569536422,967074.0508033376,4
1935451.5866995405,967074.1853804756,4
1935451.599124577,967074.3098307198,4
1935451.6132445345,967074.4635872076,4
1935451.6307607763,967074.6461918572,4
1935451.6390788115,967074.7603869204,4
1935451.6479960743,967074.866708032,4
1935451.660944504,967074.9876220168,4
1935451.6804302176,967075.1296146552,4
1935451.7002781115,967075.2598659428,4
1935451.716072412,967075.3674123962,4
1935451.7298470857,967075.4683661588,4
1935451.743371111,967075.5765704552,4
1935451.760658812,967075.7419548564,4
1935451.7747155747,967075.879293214,4
1935451.786283861,967075.9858733984,4
1935451.8039607755,967076.1369034484,4
1935451.8208656472,967076.2705922332,4
1935451.8343986876,967076.3712218426,4
1935451.8514396804,967076.4909493296,4
1935451.8749574355,967076.643758998,4
1935451.894728832,967076.7687291532,4
1935451.9175180688,967076.9184229752,4
1935451.931506891,967077.01749685,4
1935451.9512137251,967077.171934768,4
1935451.966747244,967077.3109963957,4
1935451.9826007397,967077.4768498816,5
1935451.9919044664,967077.592108598,5
1935451.99423612,967077.7274712024,5
1935451.990652937,967077.8722112296,5
1935452.00391756,967078.039791728,5
1935452.014080783,967078.179797046,5
1935452.02965186,967078.382032676,5
1935452.0401484647,967078.5060941024,5
1935452.049706868,967078.6071722356,5
1935452.063382662,967078.7440589828,5
1935452.076364936,967078.8910409136,5
1935452.0835748448,967078.9945707,5
1935452.0904808675,967079.1111071504,5
1935452.0973189864,967079.2190708752,5
1935452.1061094657,967079.338502625,5
1935452.1192022816,967079.496734006,5
1935452.1291498044,967079.6131419138,5
1935452.141698176,967079.7577851664,5
1935452.15515272,967079.9166973004,5
1935452.167911133,967080.0855406604,5
1935452.1769779555,967080.2275886624,5
1935452.1852926696,967080.3947293088,5
1935452.1911428545,967080.5177701424,5
1935452.1971460949,967080.6341379002,5
1935452.2081380447,967080.8146763342,5
1935452.2192900577,967080.9774886984,5
1935452.228411672,967081.1057368832,5
1935452.2394434016,967081.2595616372,5
1935452.254816782,967081.4742873552,5
1935452.2621649075,967081.5773954042,5
1935452.2733595504,967081.735222232,5
1935452.296129632,967082.053711226,5
1935452.3034752973,967082.1604959802,5
1935452.3119869635,967082.291156683,5
1935452.322630832,967082.470434424,5
1935452.3283553915,967082.5798423172,5
1935452.335447732,967082.7420747862,5
1935452.3414076532,967082.9213279758,5
1935452.3492384453,967083.197918202,5
1935452.3560273803,967083.411975917,5
1935452.3596893176,967083.5154439876,5
1935452.3712745924,967083.8050601388,5
1935452.3767992812,967083.9335258104,5
1935452.381475545,967084.0403340152,5
1935452.38670808,967084.159078714,5
1935452.3941545207,967084.3272591548,5
1935452.4024732783,967084.5147663428,5
1935452.412563485,967084.7416512462,5
1935452.417841841,967084.8603990312,5
1935452.4259905536,967085.0429774642,5
1935452.4352910905,967085.2523726408,5
1935452.4400645427,967085.360014558,5
1935452.444548493,967085.4609751994,5
1935452.4505941027,967085.5958057136,5
1935452.459179486,967085.7856847576,5
1935452.4646800773,967085.9064122672,5
1935452.4720212864,967086.0631982418,5
1935452.4804549287,967086.2497768034,5
1935452.4878494868,967086.4242778164,5
1935452.4927758467,967086.54965989,5
1935452.497612178,967086.6842350616,5
1935452.504381568,967086.9123895247,5
1935452.5078416048,967087.0592103956,5
