x,y,velocity
1935273.028494592,966996.820486414,13
1935273.0353552157,966997.0318693344,13
1935273.040066216,966997.1921030312,13
1935273.0464046656,966997.3821970688,13
1935273.0506365555,966997.5161830356,13
1935273.0548378672,966997.6554327696,13
1935273.0585103736,966997.89365579,13
1935273.0602948868,966998.1230147076,13
1935273.0632442047,966998.3167936248,13
1935273.0682808163,966998.5597242388,13
1935273.071612749,966998.705212218,13
1935273.0768890856,966998.931586387,13
1935273.0817574183,966999.1414449436,13
1935273.0847520763,966999.2710264158,13
1935273.090211294,966999.5079242276,13
1935273.096115694,966999.7660663824,13
1935273.1002276924,966999.947118639,13
1935273.1041850036,967000.12181166,13
1935273.1091777284,967000.3394792428,13
1935273.1127886027,967000.4924229024,13
1935273.117351084,967000.6854743568,13
1935273.1205224032,967000.824709984,13
1935273.1246941688,967001.0095142338,13
1935273.1286595548,967001.1856716896,13
1935273.1313824456,967001.3063328044,13
1935273.136292156,967001.5245356672,13
1935273.1405626377,967001.7126641268,13
1935273.1446017693,967001.891535954,13
1935273.1474172096,967002.015612913,13
1935273.150927597,967002.1703888772,13
1935273.1573324783,967002.4537257702,13
1935273.1620140756,967002.660002172,13
1935273.1650921192,967002.7957762048,13
1935273.1693812548,967002.9841179488,13
1935273.175443315,967003.249763487,13
1935273.1802655533,967003.460080456,13
1935273.1835696527,967003.6057366924,13
1935273.188051728,967003.8047544798,13
1935273.19426962,967004.0820987911,13
1935273.1993782895,967004.310397878,13
1935273.20287854,967004.4678895508,13
1935273.2077278025,967004.6808606124,13
1935273.214878884,967004.9870999488,13
1935273.2201897944,967005.2127718016,13
1935273.2294380693,967005.6047004968,13
1935273.2365229155,967005.9063031024,13
1935273.2398153364,967006.0464368996,13
1935273.2445177927,967006.2468394605,13
1935273.2500415123,967006.4834768987,13
1935273.2533017208,967006.6235044224,13
1935273.2594796557,967006.8940299996,13
1935273.262576738,967007.0305207544,13
1935273.2694034132,967007.3302815112,13
1935273.2752476628,967007.5841682396,13
1935273.2832939432,967007.9284109608,13
1935273.2869729665,967008.081323027,13
1935273.2962564344,967008.4792924916,13
1935273.30409496,967008.8119288028,13
1935273.3064621016,967008.9131290886,13
1935273.3129944708,967009.1838778574,13
1935273.3236880584,967009.6282332364,13
1935273.3294110915,967009.868284824,13
1935273.3390955315,967010.2650884558,13
1935273.3523254816,967010.8040280078,13
1935273.3585564587,967011.046756536,13
1935273.369453417,967011.4650897824,13
1935273.3765614096,967011.7365387846,13
1935273.385617465,967012.0828783644,13
1935273.391200308,967012.2964098416,13
1935273.3966937575,967012.5067237564,13
1935273.402963708,967012.7471098856,13
1935273.4090207643,967012.9793985386,13
1935273.4172374944,967013.2955524846,13
1935273.420592612,967013.4247773364,13
1935273.4257714772,967013.6244400322,13
1935273.431967605,967013.8630652848,13
1935273.4372053,967014.064984912,13
1935273.4421949028,967014.2570760796,13
1935273.4486761272,967014.5068946064,13
1935273.4556019465,967014.7740901236,13
1935273.464498642,967015.11712935,13
1935273.4691469043,967015.2964110182,13
1935273.480238447,967015.724565956,13
1935273.4912731943,967016.1501130414,13
1935273.496867776,967016.3658182984,13
1935273.5035949224,967016.625808582,13
1935273.5121826837,967016.9575938928,13
1935273.5174734103,967017.1618849656,13
1935273.5212981007,967017.3090966444,13
1935273.527237493,967017.5368714358,13
1935273.533136475,967017.7649824992,13
1935273.542060288,967018.1102028864,13
1935273.546918701,967018.2983677568,13
1935273.5506648396,967018.443521147,13
1935273.556117028,967018.6541179531,13
1935273.5623330143,967018.8949473696,13
1935273.5709039213,967019.2261532298,13
1935273.575674616,967019.4107267392,13
1935273.5790219856,967019.5399440888,13
1935273.5847309872,967019.7604378698,13
1935273.5924393488,967020.0576063532,13
1935273.5997721448,967020.340295361,13
1935273.6056893468,967020.5695503282,13
1935273.6131891247,967020.8598493614,13
1935273.620223588,967021.1324284757,13
1935273.6241203093,967021.2841623822,13
1935273.6302319367,967021.520355676,13
1935273.6350021453,967021.7048986836,13
1935273.6410923973,967021.9397498008,13
1935273.6455231835,967022.1111247666,13
1935273.650729837,967022.312053262,13
1935273.6612913208,967022.7208188056,13
1935273.6693750687,967023.0334126308,13
1935273.678468968,967023.3854802004,13
1935273.6859832057,967023.6766867288,13
1935273.6935527087,967023.9713630932,13
1935273.699851432,967024.2154712076,13
1935273.7042141824,967024.3844902244,13
1935273.7137336163,967024.7527375042,13
1935273.7198828724,967024.9908143036,13
1935273.7305478684,967025.4041625916,13
1935273.7365817907,967025.6383509797,13
1935273.742093232,967025.852188722,13
1935273.7518518476,967026.2311418188,13
1935273.756827347,967026.4242629912,13
1935273.76826634,967026.8684844752,13
1935273.7779542448,967027.244913852,13
1935273.7827233651,967027.4293882308,13
1935273.793713799,967027.8569421892,13
1935273.803332032,967028.2299553592,13
1935273.8079306548,967028.4089937318,13
1935273.813817204,967028.6377610055,13
1935273.821001398,967028.91686726,13
1935273.8252796184,967029.0829737524,13
1935273.8329810968,967029.3825832928,13
1935273.8385851136,967029.6003174403,13
1935273.847764263,967029.957257914,13
1935273.857930027,967030.3526732512,13
1935273.8663300048,967030.679373733,13
1935273.8724155007,967030.9158420569,13
1935273.877317279,967031.10672942,13
1935273.8833767136,967031.342519271,13
1935273.8898943304,967031.5960596683,13
1935273.8932502556,967031.7267719622,13
1935273.8984763024,967031.9303546776,13
1935273.9036393813,967032.1314211764,13
1935273.908614276,967032.3245042224,13
1935273.9131129405,967032.499661568,13
1935273.923314296,967032.8973113276,13
1935273.931926705,967033.232559348,13
1935273.9365018175,967033.4110793977,13
1935273.948123584,967033.8639022964,13
1935273.957116692,967034.2144306428,13
1935273.9611456608,967034.3715935363,13
1935273.9647000737,967034.5104569366,13
1935273.97128697,967034.7669101052,13
1935273.975196452,967034.9194447456,13
1935273.979986759,967035.1062071696,13
1935273.984004424,967035.2626608476,13
1935273.987353946,967035.3934495248,13
1935273.991179835,967035.5426520874,13
1935273.996011267,967035.7310386108,13
1935274.00258583,967035.987675045,13
1935274.0064805115,967036.1397598725,13
1935274.0099178376,967036.2736669796,13
1935274.0137950596,967036.4251342218,13
1935274.018142857,967036.5951298608,13
1935274.0245869649,967036.8459711412,13
1935274.0284651832,967036.9979799516,13
1935274.031833139,967037.1294472244,13
1935274.0357461376,967037.2822030176,13
1935274.04243946,967037.5434219532,13
1935274.0462440243,967037.6922434608,13
1935274.0499866933,967037.8381368212,13
1935274.0543729411,967038.0095887854,13
1935274.0584373528,967038.1684979158,13
1935274.0642127297,967038.3941166272,13
1935274.072886604,967038.7332234118,13
1935274.076389955,967038.8703179456,13
1935274.0805057848,967039.0310188252,13
1935274.0860403625,967039.2472666358,13
1935274.093120576,967039.524154824,13
1935274.0965687104,967039.6587406478,13
1935274.100163643,967039.799190016,13
1935274.110526424,967040.2045795724,13
1935274.1188990832,967040.531959384,13
1935274.122156195,967040.6598204072,13
1935274.1299475376,967040.9645926432,13
1935274.1359161776,967041.1980345448,13
1935274.139248858,967041.3287243316,13
1935274.1426847568,967041.4630204894,13
1935274.150617452,967041.7737936608,13
1935274.1566133932,967042.0084708532,13
1935274.1601495184,967042.147143852,13
1935274.163269896,967042.269293728,13
1935274.1723112497,967042.6233301684,13
1935274.1758172768,967042.7605924756,13
1935274.1797857615,967042.916352796,13
1935274.1835220456,967043.0628031024,13
1935274.188383364,967043.2530656282,13
1935274.1927343155,967043.4232595454,13
1935274.197442452,967043.6082154626,13
1935274.206428524,967043.9606966836,13
1935274.2114279375,967044.157234804,13
1935274.2143987536,967044.2738262956,13
1935274.218335471,967044.4285497232,13
1935274.2246919984,967044.6782024476,13
1935274.2290491709,967044.849265852,13
1935274.235332046,967045.0957312718,13
1935274.2412459403,967045.3286095808,13
1935274.24775585,967045.5850182162,13
1935274.2544498844,967045.8481975278,13
1935274.2595755928,967046.0497909568,13
1935274.2626913788,967046.1721316088,13
1935274.270132623,967046.4654598886,13
1935274.2726862812,967046.5663978676,13
1935274.2752515783,967046.6675873824,13
1935274.2785013092,967046.7954637829,13
1935274.2819838508,967046.93268833,13
1935274.28526866,967047.0622880836,13
1935274.2882304196,967047.1792687468,13
1935274.2950625268,967047.4482430952,13
1935274.3002131332,967047.651399857,13
1935274.304556758,967047.8225702704,5
1935274.3152066064,967048.2421508564,5
1935274.3202562572,967048.4408850258,5
1935274.3287781563,967048.7766760852,5
1935274.331563507,967048.8864130172,5
1935274.3363162903,967049.073214189,5
1935274.3388761235,967049.1740605342,5
1935274.3465341392,967049.4757303308,5
1935274.352677566,967049.717750888,5
1935274.3555336243,967049.83001154,5
1935274.363984174,967050.1627601926,5
1935274.36767827,967050.3079983308,5
1935274.3704801127,967050.41829184,5
1935274.3733570448,967050.5313836058,5
1935274.3768569264,967050.6692181124,5
1935274.3819016933,967050.867166681,5
1935274.3848810648,967050.985253114,5
1935274.3887241432,967051.1364920718,5
1935274.3918755832,967051.2601136494,5
1935274.3957599064,967051.412984326,5
1935274.4044138407,967051.7527550705,5
1935274.4084926157,967051.913044638,5
1935274.4116496209,967052.0365364496,5
1935274.41686955,967052.2411719324,5
1935274.4246854289,967052.5474846328,5
1935274.4274579072,967052.656413208,5
1935274.4323343805,967052.8471484284,5
1935274.435646684,967052.97703761,5
1935274.4389846832,967053.107582386,5
1935274.4431214144,967053.2695949428,5
1935274.44735023,967053.435473398,5
1935274.453177449,967053.6638678666,5
1935274.4642310317,967054.0973019968,5
1935274.468726348,967054.2732069464,5
1935274.47187187,967054.3969354111,5
1935274.4758444356,967054.5519939056,5
1935274.4872429091,967054.9989392492,5
1935274.495114828,967055.3073334869,5
1935274.4987643687,967055.4502534468,5
1935274.5041964608,967055.6629406536,5
1935274.5093412544,967055.863816762,5
1935274.5147337983,967056.074979012,5
1935274.5207351132,967056.3104723184,5
1935274.5265030777,967056.5356258588,5
1935274.5328455567,967056.7829599224,5
1935274.539608402,967057.047106898,5
1935274.5441006536,967057.2223406418,5
1935274.549284343,967057.4457719438,5
1935274.5581080783,967057.7871037226,5
1935274.564210703,967057.9810689178,5
1935274.5714256435,967058.177342916,5
1935274.5787215296,967058.3490078936,5
1935274.600258547,967058.7601006236,5
1935274.6066458905,967058.8627548534,5
1935274.621339648,967059.076484498,5
1935274.642271593,967059.3423203906,5
1935274.656740396,967059.5050532168,5
1935274.6966777449,967059.89374709,5
1935274.716536573,967060.061085246,5
1935274.773258712,967060.470580132,5
1935274.8407983268,967060.8676903778,5
1935274.8649969527,967060.9933337414,5
1935274.926247117,967061.2805264032,5
1935274.9598585377,967061.4257990784,5
1935275.046271924,967061.7770775276,5
1935275.114898228,967062.0441522424,5
1935275.1573198496,967062.2042658598,5
1935275.199045496,967062.3566024356,5
1935275.2463219536,967062.5226800508,5
1935275.3175842252,967062.7598570256,5
1935275.379083338,967062.9525355544,5
1935275.4278257256,967063.097628241,5
1935275.47994133,967063.2466566116,5
1935275.5410803675,967063.4138559324,5
1935275.6576276228,967063.7126776134,5
1935275.7678006124,967063.9719202868,5
1935275.8273791024,967064.1043610624,5
1935275.9359973867,967064.3359161976,5
1935276.1221416849,967064.7065523996,5
1935276.194837331,967064.8421634143,5
1935276.2858379155,967065.0054163722,5
1935276.3691076168,967065.1483190808,5
1935276.4949034464,967065.3539783558,5
1935276.603534914,967065.5221908712,5
1935276.807601596,967065.817436904,5
1935277.0305599112,967066.1115505754,5
1935277.1564591888,967066.26623831,5
1935277.3845467828,967066.5299110792,5
1935277.660049308,967066.8266051138,5
1935277.8871632805,967067.0569287846,5
1935278.0032355632,967067.1707728752,5
1935278.2730885544,967067.4283721744,5
1935278.3809637867,967067.5280368167,5
1935278.513062179,967067.6480941304,5
1935278.6277079256,967067.7490010726,5
1935278.7952993384,967067.8906216824,5
1935278.9176971545,967067.9902228172,5
1935279.030211084,967068.0794090638,5
1935279.1642342077,967068.1833407624,5
1935279.292819161,967068.2810812908,5
1935279.4116602424,967068.3700141958,5
1935279.6164776336,967068.5208361236,5
1935279.7288646512,967068.6025337556,5
1935279.9408376263,967068.7548283124,5
1935280.085748232,967068.857953472,5
1935280.2832165528,967068.9975497122,5
1935280.484216429,967069.1390500816,5
1935280.6035396552,967069.2237723127,5
1935280.7510051765,967069.3283060824,5
1935280.9957129613,967069.4975700884,5
1935281.2784874835,967069.690507474,5
1935281.41416693,967069.7839701404,5
1935281.6618914208,967069.9544218197,5
1935281.8150995392,967070.0583988148,5
1935281.9418282215,967070.1430412272,5
1935282.1918106985,967070.3063171884,5
1935282.3805365807,967070.426227669,5
1935282.567340958,967070.5418742232,5
1935282.739958743,967070.6461141452,5
1935282.8733162663,967070.7245409891,5
1935283.0630331305,967070.8329174928,5
1935283.1722958356,967070.8937414536,5
1935283.4623721703,967071.048964418,5
1935283.6900152604,967071.1640520062,5
1935283.7975015976,967071.2163151988,5
1935284.079092172,967071.346417221,5
1935284.2474818376,967071.4193889158,5
1935284.3739546728,967071.4721658692,5
1935284.5958908813,967071.5617983928,5
1935284.692087868,967071.5996949266,5
1935284.808342155,967071.6449914536,5
1935284.958467291,967071.7029142872,5
1935285.0584361644,967071.7415211644,5
1935285.2303359131,967071.8069081722,5
1935285.372389528,967071.8594903416,5
1935285.539530062,967071.9186906152,5
1935285.639594433,967071.952757348,5
1935285.7356070732,967071.9843485124,5
1935285.8953774648,967072.0343524716,5
1935286.045945469,967072.0784159126,5
1935286.331789624,967072.1532696644,5
1935286.433721736,967072.1781683752,5
1935286.608702053,967072.2200198852,5
1935286.7979883165,967072.2644887404,5
1935286.9634524249,967072.301289578,5
1935287.1323457956,967072.3354880548,5
1935287.2486891707,967072.3566865004,5
1935287.3982914616,967072.3813064514,5
1935287.6635123447,967072.4213696691,5
1935287.7788852744,967072.4381517392,5
1935287.9051665112,967072.456392436,5
1935288.165422848,967072.4941395574,5
1935288.288425265,967072.512455362,5
1935288.442992224,967072.5350892488,5
1935288.703236508,967072.5759106214,5
1935288.8850296168,967072.602023964,5
1935289.0939538863,967072.6280484004,5
1935289.1971536505,967072.6405849116,5
1935289.3181823264,967072.6556673972,5
1935289.5281030384,967072.6834303892,5
1935289.681150241,967072.7059511766,5
1935289.9031777263,967072.7390592082,5
1935290.1536664644,967072.7722554752,5
1935290.255023112,967072.7840127829,5
1935290.4327838905,967072.8016852008,5
1935290.62114372,967072.8191201392,5
1935290.7878933728,967072.8365407845,5
1935290.9720459168,967072.8556217224,5
1935291.1303017389,967072.8704010898,5
1935291.3405961187,967072.8871433862,5
1935291.498939689,967072.8973751063,5
1935291.6982594875,967072.9070609217,5
1935291.831534328,967072.91133788,5
1935292.0903331577,967072.9169640782,5
1935292.2033516192,967072.9190617244,5
1935292.374630345,967072.922473982,5
1935292.510382856,967072.9257045848,5
1935292.7244347224,967072.9321960984,5
1935292.9344077443,967072.9407358464,5
1935293.2062252176,967072.9562769494,5
1935293.3231157688,967072.9629812211,5
1935293.47543694,967072.9705704384,5
1935293.774930202,967072.9799878903,5
1935293.9819080469,967072.9824653664,5
1935294.20393908,967072.9856260476,5
1935294.3185715368,967072.988964224,5
1935294.4423976133,967072.9929034984,5
1935294.5441641265,967072.9959126572,5
1935294.705226792,967072.9996630813,5
1935294.8310824663,967073.001243505,5
1935295.0495228916,967073.0007084324,5
1935295.1848169165,967072.9981414748,5
1935295.3202835424,967072.9953963256,5
1935295.495693658,967072.9928768886,5
1935295.6330085616,967072.992192354,5
1935295.79794596,967072.9935316532,5
1935295.9048230269,967072.9950940078,5
1935296.091076915,967072.9981227956,5
1935296.1935532964,967072.999724734,5
1935296.338189324,967073.001806944,5
1935296.4503897077,967073.0033073862,5
1935296.5575990456,967073.0046584927,5
1935296.8396745485,967073.0086095444,5
1935297.0774541444,967073.0096581504,5
1935297.2118507803,967073.0082191682,5
1935297.4155632989,967073.002998667,5
1935297.5235806531,967073.0004847908,5
1935297.6528678448,967072.9986466336,5
1935297.7853295973,967072.9983292606,5
1935297.9291304215,967072.9987389988,5
1935298.0901435283,967072.999378016,5
1935298.2226856973,967072.9997992736,5
1935298.3887817047,967073.0001284868,5
1935298.5153543851,967073.0002710609,5
1935298.676793801,967073.0003769584,5
1935298.9285872916,967073.0005539672,5
1935299.1778051823,967072.9951502128,5
1935299.369422851,967072.990122364,5
1935299.5106190976,967072.9883996274,5
1935299.6698159224,967072.9875496122,5
1935299.8593889724,967072.986810725,5
1935299.9733193845,967072.986300344,5
1935300.1939379056,967072.9850669428,5
1935300.3883160425,967072.983816722,5
1935300.5678588045,967072.9826273698,5
1935300.7154740363,967072.9821067612,5
1935300.9458874003,967072.978993426,5
1935301.139996118,967072.9718434734,5
1935301.3350336065,967072.9640990028,5
1935301.4383879509,967072.9614381912,5
1935301.5860133728,967072.9591629974,5
1935301.6865530696,967072.9579429304,5
1935301.791058536,967072.9566749528,5
1935301.9362412367,967072.9547666688,5
1935302.0392556216,967072.953270718,5
1935302.144549332,967072.9516850646,5
1935302.299274447,967072.9492891548,5
1935302.4471580572,967072.9469411934,5
1935302.6078766,967072.9444116752,5
1935302.749072087,967072.9421626234,5
1935302.906244297,967072.9396743348,5
1935303.184319555,967072.93528311,5
1935303.361136356,967072.93248191,5
1935303.5464256448,967072.9295457546,5
1935303.7995633816,967072.9255212394,5
1935303.9135416567,967072.9237057178,5
1935304.0251558656,967072.9219278516,5
1935304.296855179,967072.917600044,5
1935304.418879131,967072.9156716232,5
1935304.5400639784,967072.9137413095,5
1935304.8747008308,967072.9084186206,5
1935305.0882442256,967072.9050171596,5
1935305.4500141651,967072.8992470168,5
1935305.7550772496,967072.8943877696,5
1935306.0089694737,967072.8903207222,5
