x,y
1935258.4871849988,966974.3643799239
1935258.6607659168,966974.3686632512
1935258.8326203523,966974.373263939
1935259.0027399482,966974.3781363537
1935259.17112203,966974.3831127262
1935259.337780199,966974.389047166
1935259.5025937126,966974.396978993
1935259.6655070581,966974.4077329173
1935259.8265411996,966974.4197524932
1935259.9857155315,966974.4332967728
1935260.1431165538,966974.4475710683
1935260.2987661727,966974.4625140072
1935260.452619269,966974.4786450103
1935260.604724847,966974.4956886877
1935260.7550878567,966974.5134771498
1935260.9037545535,966974.5320401666
1935261.050723473,966974.551286229
1935261.19600345,966974.5712914764
1935261.3396237826,966974.5919791638
1935261.481584223,966974.6133340353
1935261.621937423,966974.6353094871
1935261.7606607543,966974.6579211352
1935261.8977837441,966974.6811074883
1935262.0333371402,966974.7048833044
1935262.1673199683,966974.7291875839
1935262.2997543798,966974.7539742081
1935262.43066447,966974.7793190615
1935262.560063545,966974.8050998951
1935262.6879747303,966974.8313315917
1935262.8141749185,966974.8578956607
1935262.9377999718,966974.8894436508
1935263.0597502743,966974.9221625068
1935263.180408767,966974.9551918025
1935263.2998160205,966974.9886834475
1935263.4179759126,966975.022881477
1935263.5348810663,966975.0578012612
1935263.6505622272,966975.0934575688
1935263.7650422705,966975.1298500333
1935263.8783740934,966975.1669473028
1935263.9905800866,966975.2047185074
1935264.1016681222,966975.243178776
1935264.2116908557,966975.2822815073
1935264.3206792667,966975.3220567147
1935264.4286250114,966975.3624587667
1935264.5355738415,966975.4034869302
1935264.6415488762,966975.4451560973
1935264.7465184021,966975.4873904928
1935264.8503891043,966975.5305577416
1935264.9529322984,966975.5741885575
1935265.052869659,966975.6213544738
1935265.1509461307,966975.6704570171
1935265.2479019791,966975.7200808555
1935265.3438894681,966975.7702083039
1935265.438857896,966975.8210079893
1935265.5327474661,966975.872557139
1935265.6255426828,966975.9248407471
1935265.717236652,966975.9779046891
1935265.8078512761,966976.0316875989
1935265.897393938,966976.0861740911
1935265.9858875272,966976.1413638103
1935266.0733389233,966976.1972108792
1935266.1597560053,966976.2537304219
1935266.245146158,966976.3109070706
1935266.3294724606,966976.3688176931
1935266.4127715847,966976.4273701656
1935266.495060244,966976.4866557581
1935266.5764272797,966976.5465052428
1935266.656821004,966976.607026236
1935266.7362645399,966976.6682336206
1935266.8148181725,966976.7300806722
1935266.892481899,966976.7925673886
1935266.969294086,966976.8557084135
1935267.0452547416,966976.9195037538
1935267.1203948543,966976.9839834183
1935267.1947218,966977.0491320397
1935267.2682587067,966977.1149645051
1935267.3410286922,966977.1814956972
1935267.413055368,966977.2487710133
1935267.484420672,966977.3166671004
1935267.5550645695,966977.3852459345
1935267.6249885173,966977.4545990312
1935267.694207525,966977.5247108932
1935267.7627134805,966977.5955511404
1935267.8305376181,966977.6671650424
1935267.8975893906,966977.739615062
1935267.9639677093,966977.8128843728
1935268.0297699906,966977.8868646295
1935268.0949603096,966977.9616937015
1935268.159488186,966978.037555476
1935268.2235659454,966978.1143702787
1935268.2871888669,966978.1923212665
1935268.3503360138,966978.271530811
1935268.4131075076,966978.3520583428
1935268.4755586707,966978.4340250315
1935268.5377288375,966978.517506527
1935268.599642359,966978.6025939784
1935268.661371011,966978.6894845669
1935268.7237950522,966978.7778896658
1935268.7898233696,966978.8655813521
1935268.8597999583,966978.9521269797
1935268.9317129762,966979.0390841838
1935269.0041738031,966979.1273904375
1935269.0778221586,966979.2165015902
1935269.1519644612,966979.3069321362
1935269.226669101,966979.3986657292
1935269.30200991,966979.4915486384
1935269.378030948,966979.5854733638
1935269.4515893385,966979.6828241239
1935269.524605663,966979.7820599895
1935269.5984065428,966979.8821834534
1935269.6725697871,966979.9835063609
1935269.7469743502,966980.0860916618
1935269.8215296885,966980.1900018214
1935269.8959467462,966980.2952872128
1935269.9687852312,966980.4029929212
1935270.0413038747,966980.5121682909
1935270.1138281592,966980.6226555713
1935270.1862665669,966980.7344562262
1935270.2583777471,966980.8477419168
1935270.3301990975,966980.9624662738
1935270.4017306196,966981.0786292976
1935270.4730773738,966981.1961225269
1935270.5440806772,966981.3150400225
1935270.6147019041,966981.4353518895
1935270.6847673673,966981.5571676856
1935270.7543747434,966981.6803943178
1935270.8235166494,966981.8050471605
1935270.892457561,966981.9309694439
1935270.9609091592,966982.0582572937
1935271.0286824827,966982.1870205092
1935271.0958604494,966982.3171967505
1935271.1624425792,966982.4487555104
1935271.228405991,966982.5816971549
1935271.2937199299,966982.7160069176
1935271.3582099797,966982.8517486
1935271.4221184715,966982.9888115511
1935271.485301232,966983.1272438338
1935271.5477196507,966983.2670155553
1935271.6091609318,966983.4081758686
1935271.6692599892,966983.550791612
1935271.7279017142,966983.6948188524
1935271.7853499444,966983.8395821352
1935271.8363285754,966983.9871487543
1935271.8819710559,966984.1282250904
1935271.9287296052,966984.2780710331
1935271.9709715631,966984.4182861837
1935272.0147198867,966984.5702243613
1935272.0524779886,966984.7081310144
1935272.0923919997,966984.8621440433
1935272.1272412182,966985.0046737953
1935272.1631443005,966985.1606882075
1935272.1917784647,966985.2927904043
1935272.2263271671,966985.4471024764
1935272.261686019,966985.5703864531
1935272.3064807414,966985.719058462
1935272.3441213847,966985.8452809874
1935272.3885518757,966985.9983830038
1935272.4241910542,966986.1234627079
1935272.4668020753,966986.2743968568
1935272.5031325554,966986.4016929101
1935272.5444204903,966986.5519311096
1935272.573876248,966986.6781467061
1935272.6070034842,966986.8279809398
1935272.6335493857,966986.9501390533
1935272.6659071639,966987.0985972603
1935272.6917097028,966987.2205383786
1935272.7216394802,966987.3664570163
1935272.7451289422,966987.4844531937
1935272.768292383,966987.6040106653
1935272.7959748856,966987.7515517084
1935272.8172689734,966987.8686827632
1935272.8383905923,966987.9883948035
1935272.8629392232,966988.1326599866
1935272.8821465003,966988.2485580416
1935272.9017419594,966988.370628542
1935272.9254191797,966988.523878057
1935272.9426107653,966988.6396556606
1935272.9595752805,966988.7579388438
1935272.981113064,966988.9147923127
1935272.9977892446,966989.0417911947
1935273.0158275503,966989.1858244474
1935273.0293670902,966989.2988378841
1935273.0424538327,966989.4126365858
1935273.057868489,966989.5533400801
1935273.0696721189,966989.6670371739
1935273.0808140235,966989.779417544
1935273.0938526632,966989.9184502293
1935273.1038556807,966990.0316420456
1935273.1137456982,966990.1501904742
1935273.12591729,966990.3071015999
1935273.1344966572,966990.4266930494
1935273.1417998543,966990.536083391
1935273.1503174328,966990.6743032481
1935273.1565223006,966990.78465695
1935273.1622318642,966990.8955219826
1935273.1686380089,966991.0338364972
1935273.1731064694,966991.142448175
1935273.17720584,966991.2551848171
1935273.181582172,966991.3963234886
1935273.184431502,966991.5072035696
1935273.1867089632,966991.6152246564
1935273.1888835419,966991.7517453552
1935273.1900456622,966991.8596621624
1935273.190727104,966991.9675713674
1935273.1908724618,966992.1088689663
1935273.1904082461,966992.2157285095
1935273.1894631088,966992.3225652013
1935273.1875264593,966992.4619737259
1935273.1854358274,966992.5706441127
1935273.182376055,966992.6788112388
1935273.1797046673,966992.8228539942
1935273.1779704033,966992.9294744194
1935273.175520174,966993.0366402026
1935273.174131468,966993.1730956135
1935273.1731436474,966993.2829994153
1935273.168630821,966993.3933255106
1935273.1731499198,966993.5266661558
1935273.1744621706,966993.632993958
1935273.1748672668,966993.7388785357
1935273.1751726004,966993.874895053
1935273.1752813729,966993.9851627869
1935273.175297703,966994.093936916
1935273.1752622495,966994.2401650465
1935273.175344315,966994.3621649728
1935273.1754500533,966994.4679322717
1935273.1756155235,966994.6095346677
1935273.1757668394,966994.718642278
1935273.1757823743,966994.8240143631
1935273.1756927061,966994.9596557764
1935273.1757496938,966995.0681088865
1935273.1757476134,966995.1766849828
1935273.1756919443,966995.3120665062
1935273.175622434,966995.4183247846
1935273.175493964,966995.5266282916
1935273.1754637954,966995.6612161027
1935273.1754741569,966995.7715311707
1935273.175524435,966995.8790842928
1935273.1755969475,966996.0143722376
1935273.172982732,966996.1198624868
1935273.1746641994,966996.2287779108
1935273.176222073,966996.370159803
1935273.176559746,966996.4761217347
1935273.1766253207,966996.5822405594
1935273.1765643477,966996.7158524847
1935273.1764872393,966996.8182816617
1935273.17642963,966996.9252872898
1935273.1800464045,966997.0623189731
1935273.1769111268,966997.1753234179
1935273.1764192842,966997.2838005237
1935273.1763108794,966997.4220967622
1935273.1763305464,966997.527728129
1935273.1763555147,966997.6351290934
1935273.176354066,966997.7724777614
1935273.1763543116,966997.8792841433
1935273.1763444962,966997.9859381242
1935273.1763264704,966998.1212885361
1935273.1763236206,966998.2312529334
1935273.1763231766,966998.3365795026
1935273.1763236148,966998.4730890702
1935273.1763259606,966998.5829008227
1935273.176310129,966998.690134624
1935273.176290956,966998.8287650675
1935273.1762765816,966998.936090382
1935273.1762597763,966999.0432631728
1935273.1762494335,966999.1795745871
1935273.1762380109,966999.2856488681
1935273.176227255,966999.3884126187
1935273.1762052912,966999.5225578807
1935273.176209034,966999.629104855
1935273.1762522536,966999.7338204972
1935273.1762780934,966999.870009287
1935273.1763389416,966999.9739160837
1935273.1764144017,967000.085923519
1935273.1764625947,967000.223515493
1935273.1764587169,967000.3324577605
1935273.1764558258,967000.4438562087
1935273.1764622938,967000.5908006997
1935273.176458149,967000.7035569419
1935273.1764741796,967000.8113547015
1935273.176484844,967000.9619147682
1935273.1765035049,967001.0713143545
1935273.1765127094,967001.1825142852
1935273.176531121,967001.3287720722
1935273.1765391452,967001.4470812586
1935273.1765563453,967001.5650089032
1935273.1765779122,967001.7004502241
1935273.176596066,967001.80502896
1935273.1766151546,967001.9111027577
1935273.1766164822,967002.0505414401
1935273.1766255132,967002.1564628413
1935273.176627349,967002.2614537473
1935273.176625329,967002.4016400187
1935273.176638204,967002.5092395064
1935273.1766419522,967002.6181816551
1935273.1766559174,967002.7584134417
1935273.1765128593,967002.863406654
1935273.1766462799,967002.9685175112
1935273.1771007855,967003.1052791969
1935273.1775571306,967003.2119867809
1935273.1780438866,967003.3191668078
1935273.1786796162,967003.456291749
1935273.179187655,967003.565286889
1935273.1797298463,967003.6745103208
1935273.1804660885,967003.8145933003
1935273.1810598904,967003.9203528287
1935273.1817014713,967004.0319851066
1935273.1824394197,967004.172174851
1935273.1832942893,967004.2751689064
1935273.1843919582,967004.3843072124
1935273.1859051138,967004.5204875689
1935273.187146748,967004.6281285041
1935273.1884349198,967004.7367755885
1935273.1902757993,967004.8825161606
1935273.1915721651,967004.9883255197
1935273.192896327,967005.0954006745
1935273.1947363017,967005.2358169581
1935273.1961084986,967005.3425557218
1935273.1975077556,967005.4505145219
1935273.1993463505,967005.5879711867
1935273.2008284207,967005.6939454044
1935273.2023257767,967005.7984853267
1935273.2045701614,967005.9365152521
1935273.2059584477,967006.045221764
1935273.207181098,967006.1555022725
1935273.2086750462,967006.2967021188
1935273.2098642704,967006.404404915
1935273.2110738028,967006.5138618139
1935273.2126502625,967006.6521007047
1935273.213919886,967006.7624567419
1935273.2152105959,967006.8731785892
1935273.2168088097,967007.0108679209
1935273.2180430074,967007.1175631128
1935273.219282943,967007.2250972885
1935273.2211052296,967007.3826004355
1935273.2223734928,967007.4923920286
1935273.2236501605,967007.6031903742
1935273.2252082932,967007.7383631268
1935273.2264485643,967007.8454396211
1935273.227645348,967007.9497860046
1935273.229262323,967008.0896108642
1935273.23047344,967008.1948571146
1935273.2317207553,967008.3023759176
1935273.23333919,967008.442292286
1935273.2345308177,967008.5453572599
1935273.2357713324,967008.6524490054
1935273.23736848,967008.7905502627
1935273.238569151,967008.8951406807
1935273.2398198678,967009.0028730088
1935273.2414357795,967009.1431097966
1935273.2426624438,967009.2493321755
1935273.2438818216,967009.3550969961
1935273.2454576856,967009.4913831467
1935273.2466567515,967009.595393867
1935273.2478819613,967009.7015247344
1935273.2494472815,967009.8376279809
1935273.2507184064,967009.9466414808
1935273.2518992538,967010.0495083008
1935273.2534977128,967010.1872128868
1935273.2547268635,967010.2945489056
1935273.2559473047,967010.3999018036
1935273.257494017,967010.5343577142
1935273.2587149483,967010.639741113
1935273.2599220339,967010.7442551497
1935273.2615598077,967010.8858646131
1935273.262751435,967010.9889295882
1935273.2639819847,967011.0953960012
1935273.2655536006,967011.231415243
1935273.2667765007,967011.3374012184
1935273.2679920185,967011.443402568
1935273.2696397514,967011.5856373666
1935273.2708393044,967011.6896785889
1935273.2720652407,967011.7958552166
1935273.2736649683,967011.9345971821
1935273.2748425975,967012.0363046064
1935273.2760747597,967012.1433507163
1935273.277671328,967012.2818944101
1935273.278900345,967012.3868276319
1935273.2801066292,967012.4922494065
1935273.2817404869,967012.6331342799
1935273.2829275304,967012.7363900252
1935273.2841404423,967012.8412701102
1935273.285718247,967012.9776782774
1935273.2870879793,967013.0967133174
1935273.2883369026,967013.2048118177
1935273.289880847,967013.339572893
1935273.2911214808,967013.446672264
1935273.2923026928,967013.5495619621
1935273.2938665026,967013.6846125807
1935273.2951198258,967013.7934661771
1935273.296347099,967013.8997266892
1935273.2979523179,967014.0392923882
1935273.299159282,967014.1437988
1935273.3003747456,967014.2488390293
1935273.301956613,967014.3864599753
1935273.3031623308,967014.4904095666
1935273.3043577275,967014.5937109471
1935273.3059045877,967014.728655046
1935273.3071550624,967014.8363721241
1935273.308367248,967014.9412064537
1935273.3099862172,967015.0821144487
1935273.3111796945,967015.1857743753
1935273.312379585,967015.289357917
1935273.313954775,967015.4265594351
1935273.3151409114,967015.5288006779
1935273.316375405,967015.6364722449
1935273.317943102,967015.7717668972
1935273.3191885056,967015.8796442453
1935273.3203884189,967015.9837083494
1935273.3219779162,967016.1213291736
1935273.3231471956,967016.2229909644
1935273.3243767805,967016.3293963711
1935273.325913867,967016.4627692682
1935273.3271058842,967016.566337683
1935273.3283170015,967016.6715839361
1935273.3298995197,967016.8078089623
1935273.3310824593,967016.9112859842
1935273.332305334,967017.0167914031
1935273.3339428494,967017.155990445
1935273.335117379,967017.2584607142
1935273.3362864396,967017.3605878137
1935273.3378673675,967017.4986283123
1935273.3390335685,967017.6015335057
1935273.340216691,967017.7040646644
1935273.3417872554,967017.8385812191
1935273.3430174405,967017.9450247582
1935273.3442428932,967018.0511708822
1935273.3458265075,967018.1874645415
1935273.3470390826,967018.2928023095
1935273.3482713054,967018.3988949278
1935273.349974272,967018.546033615
1935273.3513697796,967018.6671659288
1935273.352584905,967018.7726638439
1935273.3542281992,967018.9155776042
1935273.3554526777,967019.0216627172
1935273.356685201,967019.12873171
1935273.3583051194,967019.2692201567
1935273.3595415312,967019.3765331822
1935273.3607652825,967019.4825725429
1935273.3624173913,967019.6250818812
1935273.3636984339,967019.7361547677
1935273.3649678335,967019.8445809463
1935273.3666776929,967019.9916737573
1935273.3679160487,967020.0991087967
1935273.3691582684,967020.2087024829
1935273.3707975291,967020.3508840255
1935273.372042171,967020.4582350585
1935273.373329869,967020.5692468134
1935273.3749753498,967020.7122978427
1935273.3762520747,967020.8240573141
1935273.37755455,967020.937433497
1935273.3792682188,967021.0833286586
1935273.38053922,967021.1923345361
1935273.3818423192,967021.303834238
1935273.3835400585,967021.4506450072
1935273.3848413217,967021.5639449302
1935273.3861146418,967021.6754908735
1935273.3879606016,967021.836395712
1935273.389258826,967021.9495049843
1935273.3905310002,967022.0600211747
1935273.3923111362,967022.2148781061
1935273.393611373,967022.3271559039
1935273.3948973964,967022.4385414582
1935273.3965896408,967022.5845284987
1935273.397885751,967022.6965470121
1935273.3991435692,967022.8056827746
1935273.4008817826,967022.9555135638
1935273.4022157188,967023.070864883
1935273.4035333814,967023.1851943164
1935273.405240566,967023.3321193545
1935273.4065293318,967023.4427191905
1935273.4077476808,967023.5517716729
1935273.409461632,967023.6962480351
1935273.4107203395,967023.804003126
1935273.412038774,967023.9169442666
1935273.4137627098,967024.0668363047
1935273.4151043764,967024.1841097403
1935273.4163979292,967024.2959681099
1935273.4182048182,967024.4529833223
1935273.4197059888,967024.5826648755
1935273.4210017622,967024.6951410711
1935273.4227185063,967024.844102618
1935273.4240439115,967024.9584395579
1935273.425437663,967025.0785039911
1935273.427177388,967025.229387411
1935273.4285211423,967025.3448758784
1935273.4298634871,967025.4612339512
1935273.4316210172,967025.6122772768
1935273.4329294444,967025.7260271367
1935273.4342475375,967025.8394259575
1935273.4360470793,967025.9950224919
1935273.4373572106,967026.1088791166
1935273.4387612506,967026.2310258135
1935273.4405227476,967026.3837548507
1935273.4418792077,967026.5014781012
1935273.4432562278,967026.6209707055
1935273.4450819383,967026.7791679516
1935273.4463741856,967026.8914229928
1935273.44777674,967027.0129976175
1935273.4495393557,967027.1662758486
1935273.4509227842,967027.2856920722
1935273.4522852697,967027.4028355042
1935273.454111592,967027.5610708783
1935273.4555147258,967027.6822030754
1935273.4569441522,967027.805943608
1935273.4587307929,967027.960251227
1935273.460112306,967028.0800259965
1935273.4614856492,967028.1988092627
1935273.4633504539,967028.3589815197
1935273.4647497975,967028.4793967532
1935273.4661276657,967028.598942739
1935273.4679563218,967028.757803571
1935273.4693414778,967028.8778071192
1935273.4707147572,967028.9975438757
1935273.4725654277,967029.1582655747
1935273.4739283535,967029.2768735643
1935273.4753773627,967029.4023224418
1935273.4771970962,967029.5596654572
1935273.478572199,967029.6795166063
1935273.4799628484,967029.8003438842
1935273.4817908453,967029.9582054656
1935273.4832022672,967030.0803367903
1935273.4846638152,967030.2070517087
1935273.486501066,967030.365973427
1935273.4878819725,967030.4857100643
1935273.4892891156,967030.6070939205
1935273.4911087833,967030.7653904258
1935273.4925330249,967030.8873689894
1935273.4939931424,967031.0144729544
1935273.4960873555,967031.1947945756
1935273.4975606631,967031.3217686568
1935273.4990008038,967031.4466608381
1935273.5008346257,967031.6048884697
1935273.502265461,967031.727759397
1935273.503698163,967031.8517058315
1935273.505554028,967032.0122748883
1935273.5069526013,967032.1340784167
1935273.5085204758,967032.2703418216
1935273.510371386,967032.431078772
1935273.5117972924,967032.5545981531
1935273.5132600828,967032.6818698903
1935273.515112354,967032.8431712863
1935273.5165457623,967032.9666829208
1935273.5180035718,967033.0936419931
1935273.5199124494,967033.2584971067
1935273.521319403,967033.380826831
1935273.5227278164,967033.5032480664
1935273.5246199046,967033.6665702327
1935273.526051936,967033.7914320349
1935273.5274902028,967033.9152487076
1935273.5293250252,967034.0740179062
1935273.5307771952,967034.1996650638
1935273.532219859,967034.3242368324
1935273.5340831387,967034.4852710782
1935273.5355450185,967034.6115283151
1935273.5369823412,967034.7357645419
1935273.5389245856,967034.9041508591
1935273.5403740797,967035.0296302476
1935273.541851462,967035.1559024921
1935273.5437645966,967035.3210245186
1935273.545221984,967035.4469995958
1935273.5466748534,967035.5722119488
1935273.5485927763,967035.7385925067
1935273.5500081645,967035.8624095472
1935273.5514603332,967035.988056706
1935273.5533361724,967036.1508375478
1935273.5548530985,967036.282944537
1935273.5563350497,967036.4109406284
1935273.5582475362,967036.5774585765
1935273.5597119033,967036.704829455
1935273.5612057885,967036.8340534519
1935273.5631127744,967036.9997476718
1935273.5645464584,967037.1237551204
1935273.5659785804,967037.2481439859
1935273.5678953822,967037.4139753527
1935273.5695129898,967037.5543189143
1935273.5709790075,967037.6808354383
1935273.5728583701,967037.8438374366
1935273.5743207675,967037.9706057397
1935273.5758117116,967038.0991661531
1935273.5777573553,967038.267766002
1935273.5792160567,967038.3933444071
1935273.5807317374,967038.524894577
1935273.5826604704,967038.691953853
1935273.5842174562,967038.8260968655
1935273.5856640327,967038.9513932316
1935273.587646754,967039.1227995708
1935273.58910227,967039.2476991387
1935273.5905398093,967039.3714700583
1935273.592478027,967039.5415193365
1935273.5940061032,967039.6695375745
1935273.5955320178,967039.7978991072
1935273.5975750838,967039.9683052257
1935273.5991627772,967040.0995872731
1935273.6006902852,967040.2261333306
1935273.6027517908,967040.397218044
1935273.6043010165,967040.5246485961
1935273.605824555,967040.6495089413
1935273.6079032049,967040.8197543083
1935273.6094579909,967040.947055095
1935273.6110580342,967041.076239264
1935273.6131681858,967041.2470257143
1935273.6147681288,967041.3766828177
1935273.6163806838,967041.5066524626
1935273.6184695938,967041.6741897485
1935273.620050671,967041.7997890883
1935273.6215082328,967041.9310426995
1935273.623553826,967042.1011284054
1935273.6261656703,967042.2339731238
1935273.6292581686,967042.3620350966
1935273.6336738672,967042.5319838886
1935273.6372429407,967042.6645845228
1935273.6407557197,967042.7926931977
1935273.6456535035,967042.9660897669
1935273.6494270505,967043.0947663819
1935273.6533244164,967043.223074884
1935273.6587687833,967043.395349069
1935273.663091901,967043.5264426175
1935273.667540024,967043.6567637504
1935273.6734978482,967043.8263142116
1935273.6782962899,967043.9546846402
1935273.6833378524,967044.0839512959
1935273.6903154138,967044.2562239417
1935273.6957559765,967044.3861173614
1935273.7014434785,967044.5181045295
1935273.7089988992,967044.6878660087
1935273.715352274,967044.826219526
1935273.72288907,967044.9852335363
1935273.7312200952,967045.15579885
1935273.7382800644,967045.2906246315
1935273.7446734544,967045.417123697
1935273.7534115422,967045.5916948236
1935273.7591127425,967045.7197533855
1935273.7647271657,967045.8524206041
1935273.7720514757,967046.0258700611
1935273.7775173662,967046.1540010212
1935273.782986304,967046.2804080195
1935273.790743416,967046.4570848265
1935273.7966043549,967046.5908617988
1935273.8024581522,967046.7246693945
1935273.810029623,967046.897832682
1935273.815895178,967047.0318994431
1935273.8217667786,967047.1658669418
1935273.8295445153,967047.343359612
1935273.835074705,967047.4697808898
1935273.8407218507,967047.5987556649
1935273.8483828774,967047.7737100906
1935273.854103834,967047.9044457457
1935273.8598983404,967048.0364464651
1935273.8676643218,967048.2136799744
1935273.8733821218,967048.3442173507
1935273.8791376206,967048.4756847367
1935273.8867718843,967048.6503954943
1935273.8925071235,967048.7810698986
1935273.8981840687,967048.9104789925
1935273.9057973407,967049.0843510113
1935273.911681547,967049.2186310593
1935273.9173900203,967049.3490617943
1935273.9256380259,967049.5374015317
1935273.9314770328,967049.6707593156
