x,y,road,event
1935409.5216890965,967066.9845972796,stop,run
1935409.575874467,967066.9848554676,straight,run
1935409.7541396152,967066.985585758,straight,run
1935409.8819585275,967066.9860288098,stop,run
1935409.931608985,967066.986160906,straight,run
1935410.1115158848,967066.9865217872,straight,run
1935410.23870031,967066.9866393164,stop,run
1935410.2931164124,967066.98665736,straight,run
1935410.4759392964,967066.9865522566,straight,run
1935410.6019917573,967066.9863598167,straight,run
1935410.7118755523,967066.9860892956,straight,run
1935410.833191577,967066.985690068,stop,run
1935410.9036120293,967066.9854074104,stop,run
1935410.9614429688,967066.9851498518,stop,run
1935411.0168212943,967066.9848779672,stop,run
1935411.068076794,967066.9846107272,straight,run
1935411.2518736064,967066.983513732,straight,run
1935411.3757374224,967066.9826391262,stop,run
1935411.428565867,967066.9822324142,straight,run
1935411.607535024,967066.9807088736,straight,run
1935411.7305381664,967066.97943607,stop,run
1935411.785771405,967066.9789147704,straight,run
1935411.964693594,967066.9773157004,straight,run
1935412.0908703173,967066.9763050886,stop,run
1935412.145371582,967066.9758030772,straight,run
1935412.320998654,967066.9739742572,straight,run
1935412.44060798,967066.97274026,stop,run
1935412.500476129,967066.9720383412,straight,run
1935412.6792018795,967066.9698397892,straight,run
1935412.804095956,967066.968277514,stop,run
1935412.8576104275,967066.9676005248,straight,run
1935413.0321046447,967066.9652863048,straight,run
1935413.1513373065,967066.9636311396,stop,run
1935413.2078817808,967066.962821979,straight,run
1935413.3902644184,967066.960099871,straight,run
1935413.514260054,967066.9581628832,stop,run
1935413.566185526,967066.9573357597,straight,run
1935413.7481517408,967066.9543304252,straight,run
1935413.8708631715,967066.9522231928,stop,run
1935413.9224631984,967066.9513173492,straight,run
1935414.1026861912,967066.9480575458,straight,run
1935414.2227675505,967066.9458091408,stop,run
1935414.2795857536,967066.944705754,straight,run
1935414.455591129,967066.9412461596,straight,run
1935414.5774535693,967066.9387557966,stop,run
1935414.6318000983,967066.9376383872,straight,run
1935414.8087654244,967066.933866012,straight,run
1935414.9259467628,967066.9312900286,stop,run
1935414.9838908208,967066.9299932676,straight,run
1935415.1623836304,967066.9258609297,straight,run
1935415.284439516,967066.9235429268,stop,run
1935415.3379801137,967066.9225909156,straight,run
1935415.517678252,967066.91942338,straight,run
1935415.639861909,967066.9172253918,stop,run
1935415.6908094247,967066.9162994288,straight,run
1935415.8777572263,967066.9128485966,straight,run
1935415.99873094,967066.9105936048,stop,run
1935416.047093,967066.9096935692,straight,run
1935416.2289044363,967066.9063092988,straight,run
1935416.346122596,967066.9041293834,stop,run
1935416.4035972413,967066.9030536816,straight,run
1935416.577294976,967066.899821542,straight,run
1935416.698131428,967066.8975687304,stop,run
1935416.751419524,967066.8965673448,straight,run
1935416.92281408,967066.893364264,straight,run
1935417.03846128,967066.8912093688,stop,run
1935417.0932365628,967066.8901919216,straight,run
1935417.2674335605,967066.8869365726,straight,run
1935417.3868173752,967066.8847145278,stop,run
1935417.437173514,967066.8837751028,straight,run
1935417.616777219,967066.8804259992,straight,run
1935417.735863507,967066.8782010692,stop,run
1935417.786642888,967066.8772548996,straight,run
1935417.95663069,967066.8740894826,straight,run
1935418.070832884,967066.8719652334,stop,run
1935418.127933979,967066.87090311,straight,run
1935418.2949745744,967066.8677998928,straight,run
1935418.413859012,967066.8655934331,stop,run
1935418.4647986605,967066.8646523404,straight,run
1935418.6478418205,967066.8612560777,straight,run
1935418.7677748296,967066.8590329149,stop,run
1935418.814787216,967066.8581620036,straight,run
1935418.980180589,967066.855085028,straight,run
1935419.0990765872,967066.8528860098,stop,run
1935419.1519757567,967066.8518908208,straight,run
1935419.3221467023,967066.8487301108,straight,run
1935419.4410311407,967066.8465236516,stop,run
1935419.491448408,967066.8455908758,straight,run
1935419.660395383,967066.8424496644,straight,run
1935419.7786964304,967066.8402524992,stop,run
1935419.8237376048,967066.8394206162,straight,run
1935420.000489554,967066.8361398212,straight,run
1935420.1180470649,967066.8339544984,stop,run
1935420.169474661,967066.8329980044,straight,run
1935420.3392643044,967066.829843368,straight,run
1935420.4526808967,967066.8277240047,stop,run
1935420.5074066147,967066.8267073449,straight,run
1935420.6764756048,967066.8235641916,straight,run
1935420.791634864,967066.8214246944,stop,run
1935420.8453844488,967066.820423585,straight,run
1935421.010186936,967066.8173636444,straight,run
1935421.124015328,967066.8152377238,stop,run
1935421.174649814,967066.8142938605,straight,run
1935421.3452057573,967066.8111193904,straight,run
1935421.462538424,967066.8089452776,stop,run
1935421.5122425368,967066.8080162338,straight,run
1935421.675798048,967066.804968531,straight,run
1935421.8013776336,967066.80262491,straight,run
1935422.0335720207,967066.7983084111,stop,run
1935422.096571468,967066.7971294452,stop,run
1935422.149619585,967066.7961471372,stop,run
1935422.20047129,967066.7951921884,straight,run
1935422.363096548,967066.7921669292,straight,run
1935422.474099752,967066.790101266,stop,run
1935422.525900901,967066.7891311904,straight,run
1935422.695290184,967066.7859829322,straight,run
1935422.811124216,967066.7838250597,stop,run
1935422.8625249988,967066.782861362,straight,run
1935423.0396731328,967066.7795513724,straight,run
1935423.155225126,967066.777405622,stop,run
1935423.202813145,967066.776517914,straight,run
1935423.359097384,967066.7735936634,straight,run
1935423.473230818,967066.771462879,stop,run
1935423.524242792,967066.7705130052,straight,run
1935423.683455533,967066.767549733,straight,run
1935423.7981610447,967066.7654174631,stop,run
1935423.847823094,967066.7644814644,straight,run
1935424.0122478465,967066.7614122822,straight,run
1935424.126186944,967066.759292224,stop,run
1935424.1768671847,967066.7583476328,straight,run
1935424.340899322,967066.755292336,straight,run
1935424.457964831,967066.7531072178,stop,run
1935424.503204168,967066.7522645512,straight,run
1935424.6713389696,967066.749136274,straight,run
1935424.7843286311,967066.7470313387,stop,run
1935424.8376244684,967066.746037456,straight,run
1935425.0063694764,967066.7429070856,straight,run
1935425.123484562,967066.7407211772,stop,run
1935425.170191897,967066.7398551268,straight,run
1935425.3447132383,967066.7366098624,straight,run
1935425.4601851576,967066.7344653872,stop,run
1935425.5100532349,967066.733533732,straight,run
1935425.6843038527,967066.73029278,straight,run
1935425.798387963,967066.7281780366,stop,run
1935425.849891812,967066.7272203256,straight,run
1935426.030822568,967066.7238577076,straight,run
1935426.1480103408,967066.7216858988,stop,run
1935426.1999755648,967066.7207208374,straight,run
1935426.3758353945,967066.7174618818,straight,run
1935426.4931108663,967066.7152886748,stop,run
1935426.5479204664,967066.7142706774,straight,run
1935426.7246037808,967066.710990974,straight,run
1935426.842508396,967066.7088077472,stop,run
1935426.8946528349,967066.7078398316,straight,run
1935427.0800558769,967066.7043830904,straight,run
1935427.2006865488,967066.7021411812,stop,run
1935427.2516870848,967066.7011914888,straight,run
1935427.4332697408,967066.6978108576,straight,run
1935427.553305587,967066.6955784268,stop,run
1935427.6049160769,967066.6946113892,straight,run
1935427.77642896,967066.6914140438,straight,run
1935427.894893972,967066.6892142628,stop,run
1935427.950096313,967066.688190009,straight,run
1935428.1305693835,967066.6848270546,straight,run
1935428.2511428609,967066.6825860572,stop,run
1935428.3074090315,967066.6815448566,straight,run
1935428.485060726,967066.6782420996,straight,run
1935428.6054854945,967066.6760034716,stop,run
1935428.6581713783,967066.6750269332,straight,run
1935428.8391288235,967066.6716638856,straight,run
1935428.963816532,967066.669357354,stop,run
1935429.014104032,967066.6684190168,straight,run
1935429.196952732,967066.6650258478,straight,run
1935429.32171276,967066.662710536,stop,run
1935429.375489161,967066.6617166247,straight,run
1935429.555645996,967066.6583739596,straight,run
1935429.6757888475,967066.6561550798,stop,run
1935429.736561742,967066.655026834,straight,run
1935429.9063663976,967066.6518566994,straight,run
1935430.029448712,967066.6495681136,stop,run
1935430.0836558607,967066.6485597118,straight,run
1935430.2703933336,967066.6450740852,straight,run
1935430.3911458992,967066.6428226052,stop,run
1935430.4505880584,967066.6417155592,straight,run
1935430.626302745,967066.6384436556,straight,run
1935430.7525801123,967066.6360889168,stop,run
1935430.8064898448,967066.6350852528,straight,run
1935430.988133507,967066.6317036488,straight,run
1935431.1103655207,967066.6294286055,stop,run
1935431.1698533136,967066.6283132052,straight,run
1935431.3420488453,967066.6251126106,straight,run
1935431.468848592,967066.6227495515,stop,run
1935431.5231281847,967066.6217399952,straight,run
1935431.7140027657,967066.6181884686,straight,run
1935431.839018026,967066.6158538325,stop,run
1935431.8899233576,967066.6149132818,straight,run
1935432.085510564,967066.6112714298,straight,run
1935432.2089588009,967066.6089693845,stop,run
1935432.267745124,967066.6078727852,straight,run
1935432.4633018293,967066.6042314188,straight,run
1935432.5910203871,967066.6018460956,stop,run
1935432.6450101929,967066.6008411543,straight,run
1935432.838324973,967066.597243126,straight,run
1935432.964930252,967066.5948831636,stop,run
1935433.0180468825,967066.5938921332,straight,run
1935433.2100080475,967066.5903156667,straight,run
1935433.3354390475,967066.5879820384,stop,run
1935433.418425523,967066.5864389284,straight,run
1935433.578690532,967066.5834512622,straight,run
1935433.704315996,967066.5811145336,stop,run
1935433.7598081287,967066.5800856624,straight,run
1935433.9520665847,967066.5764968334,straight,run
1935434.076330803,967066.57418179,stop,run
1935434.133092665,967066.5731326918,straight,run
1935434.326933516,967066.5695186568,straight,run
1935434.4525626705,967066.567174242,stop,run
1935434.508020485,967066.5661459198,straight,run
1935434.6994630808,967066.5625777123,straight,run
1935434.8204329864,967066.5603227712,stop,run
1935434.875635327,967066.5592985176,straight,run
1935435.069937556,967066.5556771308,straight,run
1935435.1971187224,967066.553315621,stop,run
1935435.2483059769,967066.5523553236,straight,run
1935435.440667504,967066.5487724798,straight,run
1935435.567627392,967066.5464068662,stop,run
1935435.6212053967,967066.5454084884,straight,run
1935435.8065780583,967066.5419598522,straight,run
1935435.9341097751,967066.539577502,stop,run
1935435.983966532,967066.5386536532,straight,run
1935436.1759353192,967066.5350770652,straight,run
1935436.3036691288,967066.5326914968,stop,run
1935436.35825758,967066.531677022,straight,run
1935436.5458149707,967066.5281859562,straight,run
1935436.670635767,967066.5258544172,stop,run
1935436.7230243576,967066.5248902378,straight,run
1935436.9177153884,967066.5212550324,straight,run
1935437.044221529,967066.5188966448,stop,run
1935437.094436586,967066.5179594608,straight,run
1935437.2867523627,967066.5143773456,straight,run
1935437.4124043933,967066.512032564,stop,run
1935437.4686170577,967066.5109845884,straight,run
1935437.654508284,967066.5075276924,straight,run
1935437.7790507325,967066.505200587,stop,run
1935437.834298832,967066.5041756008,straight,run
1935438.0220581903,967066.5006736924,straight,run
1935438.1471765223,967066.4983450422,stop,run
1935438.1981274856,967066.4973961344,straight,run
1935438.389653972,967066.4938265895,straight,run
1935438.511435924,967066.4915510834,stop,run
1935438.567511445,967066.4905129204,straight,run
1935438.7574174,967066.4869691882,straight,run
1935438.882997108,967066.4846331882,stop,run
1935438.9348479384,967066.4836699486,straight,run
1935439.1242810844,967066.4801337472,straight,run
1935439.2485414927,967066.4778187604,stop,run
1935439.3017343804,967066.4768265137,straight,run
1935439.491419305,967066.4732939318,straight,run
1935439.6135444297,967066.4710129596,stop,run
1935439.669890553,967066.4699628548,straight,run
1935439.852773318,967066.46655388,straight,run
1935439.978635191,967066.4642133844,stop,run
1935440.032155875,967066.4632082892,straight,run
1935440.2200602489,967066.4597116949,straight,run
1935440.35082146,967066.4572702736,stop,run
1935440.3954279528,967066.456445312,straight,run
1935440.588227858,967066.4528478537,straight,run
1935440.714417521,967066.4504945056,stop,run
1935440.767595158,967066.4495025028,straight,run
1935440.956281074,967066.4459858332,straight,run
1935441.0817844009,967066.443643419,stop,run
1935441.1350459247,967066.4426500816,straight,run
1935441.323872922,967066.439131162,straight,run
1935441.4474811808,967066.4368189358,stop,run
1935441.5001327489,967066.4358429392,straight,run
1935441.6937143165,967066.4322330272,straight,run
1935441.8133002263,967066.4300077594,stop,run
1935441.8711564185,967066.4289412274,straight,run
1935442.0591978168,967066.4254271972,straight,run
1935442.1850651973,967066.4231934024,stop,run
1935442.234852054,967066.4224308546,straight,run
1935442.415993256,967066.4191106424,straight,run
1935442.5325092324,967066.4161867336,stop,run
1935442.5844526256,967066.415527138,straight,run
1935442.7508789927,967066.4140889551,straight,run
1935442.8620076503,967066.4139130112,stop,run
1935442.916981996,967066.4138992776,straight,run
1935443.0904855293,967066.4142782288,straight,run
1935443.2061010003,967066.415159751,stop,run
1935443.2545523425,967066.4155550384,straight,run
1935443.42291603,967066.4174575444,straight,run
1935443.532521756,967066.4188848442,stop,run
1935443.586269942,967066.4199509243,straight,run
1935443.751747609,967066.4240809936,straight,run
1935443.861634996,967066.4273879102,stop,run
1935443.906841184,967066.428056098,straight,run
1935444.0695379395,967066.4371809968,straight,run
1935444.1784203097,967066.4434788184,stop,run
1935444.2272664336,967066.444714518,straight,run
1935444.400328077,967066.459013872,straight,run
1935444.5170150087,967066.4696954828,stop,run
1935444.564660332,967066.4750388868,straight,run
1935444.731440872,967066.4991868002,straight,run
1935444.8427831992,967066.52104457,stop,run
1935444.8891867383,967066.529359767,straight,run
1935445.061865565,967066.5598517042,straight,run
1935445.1720473005,967066.579721816,stop,run
1935445.2222732247,967066.5890440362,straight,run
1935445.3891114872,967066.621604646,straight,run
1935445.4959529229,967066.6439155104,stop,run
1935445.539804232,967066.6533850392,straight,run
1935445.7011705765,967066.6910443688,straight,run
1935445.80117652,967066.7190477664,stop,run
1935445.84428426,967066.7311607796,straight,run
1935446.001038356,967066.7651558878,straight,run
1935446.104260356,967066.7833976886,stop,run
1935446.1435841927,967066.7921307764,straight,run
1935446.299313628,967066.8283619344,stop,run
1935446.3960865648,967066.8574008372,stop,run
1935446.4432041496,967066.8741487887,straight,run
1935446.595412429,967066.9234950694,straight,run
1935446.69599494,967066.9560889296,stop,run
1935446.737532237,967066.9687380306,straight,run
1935446.885821265,967067.005728458,stop,run
1935446.9789252288,967067.0323772336,stop,run
1935447.0201002143,967067.0447880124,straight,run
1935447.168109716,967067.0876945426,stop,run
1935447.262548575,967067.120569338,stop,run
1935447.299464203,967067.134230294,straight,run
1935447.435626764,967067.1924136014,stop,run
1935447.5236824595,967067.228250552,stop,run
1935447.5598421905,967067.242823646,straight,run
1935447.6960778416,967067.2984122876,stop,run
1935447.786199198,967067.3360699244,stop,run
1935447.8248420816,967067.3523350048,straight,run
1935447.9564018785,967067.4098440914,stop,run
1935448.0418860733,967067.4528083612,stop,run
1935448.075429887,967067.470283604,straight,run
1935448.2027831275,967067.5381040171,stop,run
1935448.2801615524,967067.5802820512,stop,run
1935448.3219198768,967067.605849362,straight,run
1935448.442902776,967067.680788957,stop,run
1935448.5219895423,967067.7272571912,stop,run
1935448.5546709264,967067.7432663495,straight,run
1935448.6640682216,967067.8096641304,stop,run
1935448.7365259964,967067.855154791,stop,run
1935448.7688386887,967067.8757923532,straight,run
1935448.8796758223,967067.9483000608,stop,run
1935448.950813828,967067.9961764078,stop,run
1935448.9800195508,967068.0161845756,straight,run
1935449.092399905,967068.0883625832,stop,run
1935449.1600779595,967068.1354778524,stop,run
1935449.19318771,967068.1597031064,stop,run
1935449.292710479,967068.2383026954,stop,run
1935449.3521368864,967068.2907974302,stop,run
1935449.3772534253,967068.311725064,stop,run
1935449.4690474928,967068.3873508214,stop,run
1935449.529817209,967068.4384587564,stop,run
1935449.5558925164,967068.4606754977,stop,run
1935449.6462303,967068.5392154402,stop,run
1935449.703212779,967068.590086213,stop,run
1935449.731315701,967068.6155659248,stop,run
1935449.8186402563,967068.6964880134,stop,run
1935449.8752353047,967068.7503322284,stop,run
1935449.898949252,967068.7732349562,stop,run
1935449.9835124784,967068.8565504372,stop,run
1935450.037805257,967068.9114382138,stop,run
1935450.061479817,967068.9356993408,stop,run
1935450.1431170728,967069.0211286058,stop,run
1935450.1931342585,967069.0748106182,stop,run
1935450.2150325368,967069.098657622,stop,run
1935450.2938576064,967069.1861607116,stop,run
1935450.3422656625,967069.2413024117,stop,run
1935450.3654971733,967069.2674394428,stop,run
1935450.4392674523,967069.3579750644,stop,run
1935450.4864739885,967069.419573884,stop,run
1935450.504723908,967069.4437612362,stop,run
1935450.5750111472,967069.53831124,stop,run
1935450.6185506769,967069.598122508,stop,run
1935450.6391218184,967069.6267657428,stop,run
1935450.7057643093,967069.7214043178,stop,run
1935450.7485591783,967069.7837904372,stop,run
1935450.765831592,967069.809343505,stop,run
1935450.829147621,967069.9048970232,stop,run
1935450.867727943,967069.964642359,stop,run
1935450.8858010068,967069.993050779,stop,run
1935450.9458024213,967070.089305472,stop,run
1935450.983912884,967070.152117094,stop,run
1935450.9993670604,967070.1779737328,stop,run
1935451.0560594248,967070.274799834,stop,run
1935451.092172268,967070.3381467212,stop,run
1935451.1069707456,967070.364501995,stop,run
1935451.160459368,967070.4618062912,stop,run
1935451.1939517288,967070.5244168732,stop,run
1935451.208763019,967070.5525339914,stop,run
1935451.259100062,967070.6502393798,stop,run
1935451.290062596,967070.7120588132,stop,run
1935451.304669526,967070.7417124044,stop,run
1935451.3519220413,967070.839718646,stop,run
1935451.3807918944,967070.901373086,stop,run
1935451.39427282,967070.9307318708,stop,run
1935451.4386302505,967071.0289596708,stop,run
1935451.466818001,967071.0928065702,stop,run
1935451.478307768,967071.1192755676,stop,run
1935451.5200632743,967071.217453282,stop,run
1935451.547285434,967071.2814986316,stop,run
1935451.559108061,967071.3097091242,stop,run
1935451.599457614,967071.4082143512,stop,run
1935451.6246360424,967071.4718155074,stop,run
1935451.6358204824,967071.5006654748,stop,run
1935451.6728781248,967071.598902763,stop,run
1935451.6955076824,967071.6609960514,stop,run
1935451.706166349,967071.6908383962,stop,run
1935451.7403652703,967071.7891860612,stop,run
1935451.762082513,967071.853864495,stop,run
1935451.7708121587,967071.8804079744,stop,run
1935451.8023131168,967071.978901593,stop,run
1935451.821916263,967072.0425496032,stop,run
1935451.8300257984,967072.0694309592,stop,run
1935451.8588595348,967072.1680853,stop,run
1935451.8767639685,967072.2318786049,stop,run
1935451.884619462,967072.260529874,stop,run
1935451.9108328847,967072.3594166504,stop,run
1935451.9271028903,967072.4235601788,stop,run
1935451.9335360443,967072.449594842,stop,run
1935451.9572140847,967072.5487775372,stop,run
1935451.971331325,967072.610899628,stop,run
1935451.977995844,967072.6409238288,stop,run
1935451.999261662,967072.7404729537,stop,run
1935452.012455523,967072.805443533,stop,run
1935452.017984632,967072.8336246016,stop,run
1935452.0367784365,967072.9336173844,stop,run
1935452.048330428,967072.998949746,stop,run
1935452.053048604,967073.0265029882,curve,run
1935452.0693481865,967073.1269817352,stop,run
1935452.079244419,967073.1922832612,stop,run
1935452.08323624,967073.2197298388,curve,run
1935452.0970882664,967073.320751019,stop,run
1935452.105067292,967073.3839739588,stop,run
1935452.1087458464,967073.4147398694,curve,run
1935452.1201511023,967073.516353048,stop,run
1935452.1266512289,967073.5805911776,stop,run
1935452.1298226807,967073.6130433114,curve,run
1935452.139291535,967073.7156827832,stop,run
1935452.1465639293,967073.7829102052,stop,run
1935452.1493910567,967073.8119428778,curve,run
1935452.1610865728,967073.9154965584,stop,run
1935452.170544672,967073.9839401478,stop,run
1935452.1750900825,967074.01309801,curve,run
1935452.1917229984,967074.1163060626,stop,run
1935452.2024443853,967074.1831276612,stop,run
1935452.2069138093,967074.2118252432,curve,run
1935452.222602765,967074.3165891782,stop,run
1935452.2321009787,967074.3827628156,stop,run
1935452.236575183,967074.4146335426,curve,run
1935452.2509894983,967074.520306436,stop,run
1935452.26000447,967074.588226941,stop,run
1935452.2637374268,967074.616661649,curve,run
1935452.2774251325,967074.7231699352,stop,run
1935452.2863359137,967074.7926901532,stop,run
1935452.289756752,967074.821164157,curve,run
1935452.301909925,967074.9285474016,stop,run
1935452.3094141444,967074.9983570046,stop,run
1935452.312485671,967075.0274086688,curve,run
1935452.3236213,967075.1355594752,stop,run
1935452.3304133688,967075.2037594808,stop,run
1935452.3336685216,967075.2371561476,curve,run
1935452.3439539543,967075.3460451488,stop,run
1935452.3501395865,967075.414483657,stop,run
1935452.353007095,967075.4470092824,curve,run
1935452.3623122573,967075.5566118582,stop,run
1935452.3684153804,967075.6323211048,curve,run
1935452.3761945828,967075.733759392,stop,run
1935452.3814175825,967075.805455108,stop,run
1935452.383595516,967075.8363517136,curve,run
1935452.3910590685,967075.9471850222,stop,run
1935452.395656788,967076.0198518202,stop,run
1935452.39752974,967076.050757094,curve,run
1935452.4039813112,967076.1622282044,stop,run
1935452.408040807,967076.2341484078,stop,run
1935452.4096642053,967076.2637532804,curve,run
1935452.415461544,967076.3758145312,stop,run
1935452.418059552,967076.4484063918,stop,run
1935452.419942498,967076.4794602512,curve,run
1935452.4286403288,967076.5916393033,stop,run
1935452.4348181176,967076.6648530244,stop,run
1935452.437294321,967076.694840966,curve,run
1935452.446222113,967076.8075693804,stop,run
1935452.4518164585,967076.8819861702,stop,run
1935452.454027816,967076.912108004,curve,run
1935452.4622555028,967077.0254196642,stop,run
1935452.46751832,967077.0991361532,stop,run
1935452.469663896,967077.1294382917,curve,run
1935452.4776331163,967077.2432842124,stop,run
1935452.4828752235,967077.3190529416,stop,run
1935452.4847921927,967077.3469749938,curve,run
1935452.492556142,967077.4613428838,stop,run
1935452.4970937327,967077.5345445932,stop,run
1935452.499496176,967077.56804256,curve,run
1935452.5083634288,967077.682717063,stop,run
1935452.5142197388,967077.7563401888,stop,run
1935452.516842211,967077.789285442,curve,run
1935452.525854327,967077.9044343822,stop,run
1935452.531613956,967077.978692166,stop,run
1935452.5339910744,967078.009642806,curve,run
1935452.5428812013,967078.1252742526,stop,run
1935452.5486944765,967078.2009843036,stop,run
1935452.551146208,967078.232788085,curve,run
1935452.5600589337,967078.3488806606,stop,run
1935452.5658487584,967078.4240762002,stop,run
1935452.568387284,967078.4570189764,curve,run
1935452.5773530563,967078.5735683818,stop,run
1935452.583203579,967078.64970119,stop,run
1935452.5855523515,967078.6803090274,curve,run
1935452.5945557328,967078.7973040672,stop,run
1935452.600454527,967078.874073042,stop,run
1935452.6027708296,967078.904078787,curve,run
1935452.611804013,967079.0215081468,stop,run
1935452.6174318208,967079.0946734212,stop,run
1935452.6202709512,967079.1316427756,curve,run
1935452.6293491272,967079.2495023976,stop,run
1935452.6359678905,967079.3355545476,curve,run
1935452.643915886,967079.4389695984,stop,run
1935452.6498116984,967079.5155517352,stop,run
1935452.652466765,967079.5500640096,curve,run
1935452.6615878376,967079.6687009992,stop,run
1935452.667532473,967079.7459536168,stop,run
1935452.6701291443,967079.7796735148,curve,run
1935452.679287221,967079.8987180108,stop,run
1935452.6851849835,967079.975422163,stop,run
1935452.6876100097,967080.00698609,curve,run
1935452.6967974023,967080.126434399,stop,run
1935452.7024052783,967080.199306314,stop,run
1935452.7054465264,967080.2389079006,curve,run
1935452.7145639576,967080.3573161102,stop,run
1935452.7205593588,967080.435361226,stop,run
1935452.723287133,967080.469170573,curve,run
1935452.7322071216,967080.5895499364,stop,run
1935452.7372002008,967080.6678818094,stop,run
1935452.739377646,967080.7030576936,curve,run
1935452.746743034,967080.822573165,stop,run
1935452.751706216,967080.9009436552,stop,run
1935452.7538151275,967080.9346903948,curve,run
1935452.7613040947,967081.0562176728,stop,run
1935452.7659128776,967081.132930916,stop,run
1935452.7681188425,967081.1694183528,curve,run
1935452.7754746345,967081.2916838526,stop,run
1935452.7802826664,967081.3727647284,stop,run
1935452.782252978,967081.4064297688,curve,run
1935452.7893862133,967081.5295683969,stop,run
1935452.79396495,967081.6101418558,stop,run
1935452.795878867,967081.6440976564,curve,run
1935452.8027633885,967081.7679038752,stop,run
1935452.8070810789,967081.8483708876,stop,run
1935452.80885032,967081.881863688,curve,run
1935452.8153591808,967082.0069878972,stop,run
1935452.8195083912,967082.0888496938,stop,run
1935452.8211451743,967082.1207312924,curve,run
1935452.8275329256,967082.2468719486,stop,run
1935452.831528477,967082.3267491136,stop,run
1935452.8333351207,967082.3635480287,curve,run
1935452.839502804,967082.490718148,stop,run
1935452.8434345,967082.5737695534,stop,run
1935452.845076667,967082.6088624314,curve,run
1935452.8509709009,967082.7370628632,stop,run
1935452.854738857,967082.8208491596,stop,run
1935452.856191031,967082.8535918456,curve,run
1935452.861834511,967082.982810786,stop,run
1935452.8654314703,967083.0673549708,stop,run
1935452.866849489,967083.100826668,curve,run
1935452.872211465,967083.2310493554,stop,run
1935452.8755335384,967083.313660424,stop,run
1935452.877115332,967083.353582747,curve,run
1935452.88221881,967083.4848164406,stop,run
1935452.885342304,967083.5674116036,stop,run
1935452.8868587727,967083.6080214832,curve,run
1935452.891665193,967083.7402400984,stop,run
1935452.8947273968,967083.8276075114,stop,run
1935452.8959871065,967083.8635913248,curve,run
1935452.9006332527,967083.996762172,stop,run
1935452.9035845387,967084.083391442,stop,run
1935452.9048840296,967084.1218727682,curve,run
1935452.9092386847,967084.254941468,stop,run
1935452.9119983783,967084.341993329,stop,run
1935452.9131364336,967084.37800196,curve,run
1935452.9171862784,967084.513005383,stop,run
1935452.9196806927,967084.6011217524,stop,run
1935452.920709751,967084.6393861762,curve,run
1935452.9244001368,967084.775287794,stop,run
1935452.926735537,967084.8620412974,stop,run
1935452.927850641,967084.90427088,curve,run
1935452.931367364,967085.0398053076,stop,run
1935452.933471176,967085.1283016696,stop,run
1935452.934396224,967085.1681772466,curve,run
1935452.9374047304,967085.304848706,stop,run
1935452.939297343,967085.3949312298,stop,run
1935452.9400641136,967085.4325323856,curve,run
1935452.942805904,967085.57161471,stop,run
1935452.944329455,967085.6586404948,stop,run
1935452.945217884,967085.7038790956,curve,run
1935452.94802851,967085.8444096312,stop,run
1935452.9501337204,967085.9373034782,stop,run
1935452.9509772093,967085.9744533652,curve,run
1935452.9541191133,967086.1166262608,stop,run
1935452.9560923963,967086.2108151446,stop,run
1935452.956853576,967086.2480655056,curve,run
1935452.959764262,967086.3920041363,stop,run
1935452.9618372824,967086.487186878,stop,run
1935452.96276297,967086.5266238396,curve,run
1935452.96628208,967086.672364414,stop,run
1935452.9684952567,967086.7629376488,stop,run
1935452.969634963,967086.8100639782,curve,run
1935452.9731895595,967086.9561167314,stop,run
1935452.9755320607,967087.0528932358,stop,run
1935452.976491225,967087.0925165486,curve,run
1935452.9800758453,967087.2418907932,stop,run
1935452.9824146123,967087.3389114478,stop,run
1935452.9834671093,967087.3829574784,curve,run
1935452.9868864312,967087.5257857736,stop,run
1935452.9892566951,967087.6243048154,stop,run
1935452.990284989,967087.6673100204,curve,run
1935452.9939490352,967087.8202338052,stop,run
1935452.996235158,967087.9153864564,stop,run
1935452.9974001285,967087.9640989932,curve,run
1935453.0011082203,967088.1188299016,stop,run
1935453.0034802093,967088.2169789626,stop,run
1935453.0046241705,967088.2643722002,curve,run
1935453.008359136,967088.420311708,curve,run
1935453.0107844544,967088.5218085886,stop,run
1935453.011846892,967088.565999391,curve,run
1935453.0156414213,967088.7242415888,curve,run
1935453.0180615508,967088.8249338018,stop,run
1935453.0192029283,967088.8726436404,curve,run
1935453.023040284,967089.0326166992,curve,run
1935453.025463426,967089.1330190036,stop,run
1935453.0265961152,967089.1801835852,curve,run
1935453.0304307265,967089.3418996714,curve,run
1935453.032832648,967089.4438431564,stop,run
1935453.0339955497,967089.49338336,curve,run
1935453.0378702823,967089.6571392808,curve,run
1935453.0404061533,967089.7646185164,stop,run
1935453.0414953444,967089.8100102948,curve,run
1935453.045357964,967089.9768366548,curve,run
1935453.047958944,967090.0884034296,stop,run
1935453.0490806864,967090.136796284,curve,run
1935453.05310792,967090.3077314806,curve,run
1935453.055553984,967090.41867142,stop,run
1935453.0567309023,967090.4710070412,curve,run
1935453.0607360853,967090.6448679056,curve,run
1935453.063390395,967090.7597824972,stop,run
1935453.0645069133,967090.8078474312,curve,run
1935453.068666033,967090.9875412176,curve,run
1935453.071297865,967091.1020023047,stop,run
1935453.072618006,967091.1590192002,curve,run
1935453.076702699,967091.3369139798,curve,run
1935453.079480737,967091.4586383504,stop,run
